#       Q              S_11(Q)
       7.6152706       1.0389591
       7.6189842       1.6934021
       7.6226978       1.5204715
       7.6264114       0.7279028
       7.6301250       1.2744510
       7.6338387       0.7481288
       7.6375523       0.5537074
       7.6412659       1.1577065
       7.6449790       1.2048849
       7.6486926       1.0730746
       7.6524062       1.2823341
       7.6561198       0.5552760
       7.6598334       0.5605974
       7.6635470       0.7476293
       7.6672606       0.8080114
       7.6709743       0.7255618
       7.6746879       0.9144030
       7.6784010       1.1538979
       7.6821146       1.0710080
       7.6858282       0.6417075
       7.6895418       0.8439909
       7.6932554       0.9027610
       7.6969690       0.5995208
       7.7006826       0.4836140
       7.7043962       0.9602221
       7.7081099       0.7685236
       7.7118235       0.5740166
       7.7155366       0.7858741
       7.7192502       1.1808313
       7.7229638       0.9036893
       7.7266774       0.7538169
       7.7303910       1.0089794
       7.7341046       1.1486458
       7.7378182       1.2983178
       7.7415318       0.9248422
       7.7452455       1.1058123
       7.7489591       0.9085672
       7.7526722       0.7959539
       7.7563858       0.5427041
       7.7600994       0.6206568
       7.7638130       1.3401712
       7.7675266       1.0551260
       7.7712402       0.7030392
       7.7749538       0.7799394
       7.7786674       0.8237516
       7.7823811       0.8323349
       7.7860942       0.7342213
       7.7898078       1.1045663
       7.7935214       1.2392076
       7.7972350       1.8518314
       7.8009486       1.6833931
       7.8046622       0.9997103
       7.8083758       0.9038967
       7.8120894       1.1816661
       7.8158031       1.0587437
       7.8195167       0.8718835
       7.8232298       0.4647847
       7.8269434       0.8558301
       7.8306570       1.1293750
       7.8343706       1.1304263
       7.8380842       1.3502913
       7.8417978       0.7352498
       7.8455114       0.8906587
       7.8492250       1.1392529
       7.8529387       1.0780475
       7.8566523       1.0905136
       7.8603654       0.8473337
       7.8640790       0.5219206
       7.8677926       0.9936781
       7.8715062       1.0714984
       7.8752198       1.2760268
       7.8789334       0.5450471
       7.8826470       0.2787129
       7.8863606       0.3421447
       7.8900743       0.9550284
       7.8937874       1.1219691
       7.8975010       1.0532811
       7.9012146       1.0842981
       7.9049282       1.2676616
       7.9086418       1.1470743
       7.9123554       1.2006142
       7.9160690       1.5449234
       7.9197826       1.4385064
       7.9234962       0.8949755
       7.9272099       1.4171435
       7.9309230       1.8738453
       7.9346366       0.9351331
       7.9383502       0.7925721
       7.9420638       0.6595491
       7.9457774       1.1188161
       7.9494910       0.8172585
       7.9532046       0.7667917
       7.9569182       0.8735277
       7.9606318       1.3843775
       7.9643455       0.9898973
       7.9680586       0.9334443
       7.9717722       0.9724318
       7.9754858       1.0343392
       7.9791994       1.1518834
       7.9829130       0.9329853
       7.9866266       1.0869344
       7.9903402       0.8618408
       7.9940538       0.9317330
       7.9977674       1.2644284
