#           Q       S_NN(Q)          n(Q)
      3.0884428      0.9956793           2
      3.0921564      1.2496822           2
      3.0958700      1.0941175           2
      3.0995836      0.8544487           2
      3.1032970      1.1150854           2
      3.1070106      0.9443494           2
      3.1107242      1.5133386           2
      3.1144378      2.0818875           2
      3.1181514      1.4366040           2
      3.1218648      0.7570593           2
      3.1255784      1.5800744           2
      3.1292920      0.8972610           2
      3.1330056      1.1066363           2
      3.1367192      1.3257471           2
      3.1404326      1.2830868           2
      3.1441462      1.5469739           2
      3.1478598      1.3762890           2
      3.1515734      0.9047933           2
      3.1552870      1.0182142           2
      3.1590004      0.6909431           2
      3.1627140      0.5807489           2
      3.1664276      0.7452437           2
      3.1701412      0.7953021           2
      3.1738546      0.8717690           2
      3.1775682      1.5867662           2
      3.1812818      1.7722868           2
      3.1849954      1.9892601           2
      3.1887090      1.6847032           2
      3.1924224      0.7229590           2
      3.1961360      1.2240210           2
      3.1998496      1.1801332           2
      3.2035632      1.0517905           2
      3.2072768      0.9828057           2
      3.2109902      1.2731240           2
      3.2147038      1.3109676           2
      3.2184174      0.9970028           2
      3.2221310      0.7067181           2
      3.2258446      1.5267853           2
      3.2295580      2.0128670           2
      3.2332716      1.1438415           2
      3.2369852      0.5032858           2
      3.2406988      0.6113304           2
      3.2444124      1.3820521           2
      3.2481258      2.0928771           2
      3.2518394      1.5061877           2
      3.2555530      1.4730614           2
      3.2592666      1.2359414           2
      3.2629802      1.3672013           2
      3.2666936      1.3085370           2
      3.2704072      1.3667414           2
      3.2741208      1.3536687           2
      3.2778344      1.4961451           2
      3.2815478      0.9473990           2
      3.2852614      1.1315423           2
      3.2889750      1.0770397           2
      3.2926886      1.1326811           2
      3.2964022      1.5644029           2
      3.3001156      0.9941586           2
      3.3038292      0.6869679           2
      3.3075428      1.1661257           2
      3.3112564      1.2552358           2
      3.3149700      2.1202374           2
      3.3186834      1.2741175           2
      3.3223970      0.6710369           2
      3.3261106      0.7850627           2
      3.3298242      0.8616673           2
      3.3335378      0.6673034           2
      3.3372512      1.1972438           2
      3.3409648      1.1741396           2
      3.3446784      1.2894872           2
      3.3483920      1.7775619           2
      3.3521056      1.9866505           2
      3.3558190      1.2558924           2
      3.3595326      1.9542221           2
      3.3632462      1.3081110           2
      3.3669598      1.0133908           2
      3.3706734      0.7076672           2
      3.3743868      1.6007373           2
      3.3781004      1.7915128           2
      3.3818140      1.7018573           2
      3.3855276      2.0859551           2
      3.3892410      2.0816002           2
      3.3929546      1.3736809           2
      3.3966682      1.4437420           2
      3.4003818      1.2419261           2
      3.4040954      1.2884290           2
      3.4078088      1.3660190           2
      3.4115224      1.1185671           2
      3.4152360      1.0236150           2
      3.4189496      0.7314409           2
      3.4226632      0.8481787           2
      3.4263766      1.2812197           2
      3.4300902      1.3064673           2
      3.4338038      1.0911512           2
      3.4375174      0.5642760           2
      3.4412310      0.7488860           2
      3.4449444      1.3563955           2
      3.4486580      1.9313638           2
      3.4523716      1.1781030           2
      3.4560852      0.8404395           2
      3.4597988      1.2491686           2
      3.4635122      0.9934743           2
      3.4672258      0.7945328           2
      3.4709394      0.9116570           2
      3.4746530      1.8210809           2
      3.4783666      1.9119971           2
      3.4820800      0.9143818           2
      3.4857936      1.0134008           2
      3.4895072      1.2800820           2
      3.4932208      1.2378316           2
      3.4969344      1.3395706           2
      3.5006478      1.4567444           2
      3.5043614      1.7002655           2
      3.5080750      1.5214565           2
      3.5117886      1.3044062           2
      3.5155020      1.0035164           2
      3.5192156      1.6630411           2
      3.5229292      1.3252071           2
      3.5266428      0.7025729           2
      3.5303564      0.6815016           2
      3.5340698      1.6371286           2
      3.5377834      1.4512004           2
      3.5414970      1.1163771           2
      3.5452106      0.7360460           2
      3.5489242      0.5985438           2
      3.5526376      0.7579712           2
      3.5563512      1.3775668           2
      3.5600648      1.1157652           2
      3.5637784      1.4302771           2
      3.5674920      1.0668986           2
      3.5712054      0.9723707           2
      3.5749190      1.0693696           2
      3.5786326      1.2009785           2
      3.5823462      1.1454941           2
      3.5860598      1.2330918           2
      3.5897732      1.4421697           2
      3.5934868      1.4230417           2
      3.5972004      1.7553972           2
      3.6009140      1.1265309           2
      3.6046276      1.0851462           2
      3.6083410      0.4134720           2
      3.6120546      0.8907238           2
      3.6157682      1.3541156           2
      3.6194818      1.2493500           2
      3.6231952      0.9949278           2
      3.6269088      1.1973708           2
      3.6306224      0.8914291           2
      3.6343360      1.2042449           2
      3.6380496      1.2888328           2
      3.6417630      1.0483401           2
      3.6454766      1.3479691           2
      3.6491902      1.1786587           2
      3.6529038      0.9127622           2
      3.6566174      0.5962641           2
      3.6603308      0.8517189           2
      3.6640444      1.1136224           2
      3.6677580      1.3511031           2
      3.6714716      1.5398672           2
      3.6751852      0.9838917           2
      3.6788986      0.8483900           2
      3.6826122      0.9913937           2
      3.6863258      0.9987191           2
      3.6900394      1.7564650           2
      3.6937530      1.1345527           2
      3.6974664      1.1301302           2
      3.7011800      0.9816227           2
      3.7048936      0.7775306           2
      3.7086072      0.7301328           2
      3.7123208      1.3146012           2
      3.7160342      2.0713711           2
      3.7197478      1.3079031           2
      3.7234614      0.9403075           2
      3.7271750      1.0269214           2
      3.7308884      1.1559447           2
      3.7346020      0.7816672           2
      3.7383156      0.5885456           2
      3.7420292      0.9580699           2
      3.7457428      1.0940686           2
      3.7494562      1.3733203           2
      3.7531698      1.0844555           2
      3.7568834      0.8341193           2
      3.7605970      1.2437682           2
      3.7643106      0.7689231           2
      3.7680240      0.8193328           2
      3.7717376      1.1967528           2
      3.7754512      0.9243422           2
      3.7791648      0.9638341           2
      3.7828784      1.2173394           2
      3.7865918      1.2730622           2
      3.7903054      1.6342638           2
      3.7940190      1.1398774           2
      3.7977326      1.2861679           2
      3.8014462      0.9671804           2
      3.8051596      1.8205078           2
      3.8088732      1.0580565           2
      3.8125868      0.6033093           2
      3.8163004      0.4484859           2
      3.8200140      1.7002008           2
      3.8237274      1.5088972           2
      3.8274410      1.3690367           2
      3.8311546      1.2045896           2
      3.8348682      0.7144108           2
      3.8385818      0.9992178           2
      3.8422952      1.2342163           2
      3.8460088      1.5055902           2
      3.8497224      0.7961866           2
      3.8534360      0.8768203           2
      3.8571494      0.9678488           2
      3.8608630      0.7852866           2
      3.8645766      0.7540601           2
      3.8682902      1.2745864           2
      3.8720038      1.4882132           2
      3.8757172      1.2595028           2
      3.8794308      0.8810838           2
      3.8831444      1.2390598           2
      3.8868580      1.1989326           2
      3.8905716      1.1325150           2
      3.8942850      0.9905505           2
      3.8979986      0.5538009           2
      3.9017122      0.5208126           2
      3.9054258      0.7005457           2
      3.9091394      0.9645259           2
      3.9128528      0.9595782           2
      3.9165664      0.9833683           2
      3.9202800      0.6574379           2
      3.9239936      0.7130560           2
      3.9277072      0.9904122           2
      3.9314206      0.7934353           2
      3.9351342      0.5984496           2
      3.9388478      0.5325999           2
      3.9425614      0.7217487           2
      3.9462750      0.6289076           2
      3.9499884      0.5135061           2
      3.9537020      0.6985126           2
      3.9574156      0.9416862           2
      3.9611292      1.2947595           2
      3.9648426      0.8668957           2
      3.9685562      0.8794599           2
      3.9722698      0.8344538           2
      3.9759834      0.7718017           2
      3.9796970      0.7769203           2
      3.9834104      1.1441422           2
      3.9871240      1.9193280           2
      3.9908376      1.3845097           2
      3.9945512      0.8686405           2
      3.9982648      0.6508777           2
      4.0019784      1.0042708           2
      4.0056920      0.9856794           2
      4.0094056      1.0721042           2
      4.0131187      1.2357351           2
      4.0168324      1.2215908           2
      4.0205460      1.4683025           2
      4.0242596      0.7264718           2
      4.0279732      0.9102752           2
      4.0316868      1.3051541           2
      4.0354004      0.9897808           2
      4.0391140      0.7799430           2
      4.0428276      0.4409140           2
      4.0465407      0.8025753           2
      4.0502543      0.3880093           2
      4.0539680      0.7034122           2
      4.0576816      0.8679851           2
      4.0613952      0.4928435           2
      4.0651088      1.1002305           2
      4.0688224      1.5924882           2
      4.0725360      1.2448986           2
      4.0762496      0.8883022           2
      4.0799632      0.8872917           2
      4.0836763      0.6854738           2
      4.0873899      0.7615743           2
      4.0911036      0.8811640           2
      4.0948172      0.9756330           2
      4.0985308      0.8612185           2
      4.1022444      0.3560923           2
      4.1059580      0.8951896           2
      4.1096716      0.9688464           2
      4.1133852      0.5924317           2
      4.1170988      0.6562344           2
      4.1208119      0.6016413           2
      4.1245255      0.8576024           2
      4.1282392      1.7554767           2
      4.1319528      1.2273563           2
      4.1356664      1.0744469           2
      4.1393800      0.7159339           2
      4.1430936      0.6080543           2
      4.1468072      0.4914997           2
      4.1505208      0.8881828           2
      4.1542339      1.2844797           2
      4.1579475      0.6193108           2
      4.1616611      0.4302461           2
      4.1653748      0.8851601           2
      4.1690884      1.0597167           2
      4.1728020      0.8522066           2
      4.1765156      0.4072507           2
      4.1802292      0.9733983           2
      4.1839428      1.1380949           2
      4.1876564      0.9013084           2
      4.1913695      0.7963444           2
      4.1950831      0.8743075           2
      4.1987967      0.9623204           2
      4.2025104      0.4884235           2
      4.2062240      0.4003172           2
      4.2099376      0.6648692           2
      4.2136512      0.6202356           2
      4.2173648      0.5021640           2
      4.2210784      0.6199116           2
      4.2247920      0.8009717           2
      4.2285051      0.7947201           2
      4.2322187      0.9238184           2
      4.2359324      0.6109859           2
      4.2396460      0.6132983           2
      4.2433596      0.8313244           2
      4.2470732      0.7068892           2
      4.2507868      0.3939921           2
      4.2545004      0.8648456           2
      4.2582140      0.9344218           2
      4.2619271      0.7894222           2
      4.2656407      0.7340649           2
      4.2693543      0.6687108           2
      4.2730680      0.5842053           2
      4.2767816      0.5448042           2
      4.2804952      0.8023552           2
      4.2842088      0.6690770           2
      4.2879224      0.7808723           2
      4.2916360      0.9055584           2
      4.2953496      0.8598067           2
      4.2990627      0.6672019           2
      4.3027763      0.9850293           2
      4.3064899      1.0938703           2
      4.3102036      1.0045983           2
      4.3139172      1.1318877           2
      4.3176308      0.5784128           2
      4.3213444      0.6762743           2
      4.3250580      0.4682420           2
      4.3287716      0.9067062           2
      4.3324852      1.2231696           2
      4.3361983      0.9714556           2
      4.3399119      0.5411918           2
      4.3436255      0.5810979           2
      4.3473392      0.9751337           2
      4.3510528      0.7978845           2
      4.3547664      1.1724031           2
      4.3584800      0.5095274           2
      4.3621936      0.4147214           2
      4.3659072      1.0939825           2
      4.3696203      1.2144549           2
      4.3733339      0.7151572           2
      4.3770475      0.8137806           2
      4.3807611      1.2093208           2
      4.3844748      0.9229385           2
      4.3881884      0.9752690           2
      4.3919020      1.1981689           2
      4.3956156      1.0562695           2
      4.3993292      0.7493953           2
      4.4030428      0.8758456           2
      4.4067559      1.2384580           2
      4.4104695      0.9453882           2
      4.4141831      0.8678995           2
      4.4178967      0.6417731           2
      4.4216104      0.6901802           2
      4.4253240      0.4601444           2
      4.4290376      0.7187414           2
      4.4327512      1.2438675           2
      4.4364648      1.1675442           2
      4.4401784      0.7545630           2
      4.4438915      0.6906565           2
      4.4476051      0.4567149           2
      4.4513187      1.2000966           2
      4.4550323      0.8387932           2
      4.4587460      0.6541213           2
      4.4624596      0.9625785           2
      4.4661732      0.9671364           2
      4.4698868      1.2709243           2
      4.4736004      0.9385359           2
      4.4773135      0.7168338           2
      4.4810271      0.6653951           2
      4.4847407      0.4755197           2
      4.4884543      1.0688510           2
      4.4921679      1.0343210           2
      4.4958816      0.5730460           2
      4.4995952      0.7875434           2
      4.5033088      0.7997062           2
      4.5070224      0.7718091           2
      4.5107360      0.7539073           2
      4.5144491      1.0019186           2
      4.5181627      0.5684634           2
      4.5218763      1.4676982           2
      4.5255899      1.3307402           2
      4.5293036      0.9025865           2
      4.5330172      0.7417769           2
      4.5367308      0.3439732           2
      4.5404444      0.8757644           2
      4.5441580      1.5768402           2
      4.5478716      0.7113251           2
      4.5515847      0.2962354           2
      4.5552983      1.0927551           2
      4.5590119      1.0412076           2
      4.5627255      0.9023809           2
      4.5664392      1.6141644           2
      4.5701528      1.5473359           2
      4.5738664      0.8002533           2
      4.5775800      0.8946004           2
      4.5812936      0.8210408           2
      4.5850067      0.6757434           2
      4.5887203      1.3060529           2
      4.5924339      1.4406526           2
      4.5961475      0.6921591           2
      4.5998611      0.6819836           2
      4.6035748      0.7917213           2
      4.6072884      1.1048692           2
      4.6110020      1.0140414           2
      4.6147156      0.8601486           2
      4.6184292      0.7428359           2
      4.6221423      1.1434658           2
      4.6258559      1.5016894           2
      4.6295695      0.9739770           2
      4.6332831      0.6986772           2
      4.6369967      0.7896084           2
      4.6407104      0.5423013           2
      4.6444240      0.8648522           2
      4.6481376      1.2182622           2
      4.6518512      1.2519186           2
      4.6555648      1.0276000           2
      4.6592779      0.9114829           2
      4.6629915      1.2423284           2
      4.6667051      1.6091837           2
      4.6704187      1.3145640           2
      4.6741323      0.8242382           2
      4.6778460      0.6500750           2
      4.6815596      0.7235194           2
      4.6852732      1.6921270           2
      4.6889868      1.0616970           2
      4.6926999      0.8359297           2
      4.6964135      0.8358480           2
      4.7001271      0.9537929           2
      4.7038407      0.8194705           2
      4.7075543      0.6478161           2
      4.7112679      0.3587601           2
      4.7149816      0.5898751           2
      4.7186952      0.8476424           2
      4.7224088      0.6290595           2
      4.7261224      0.6255008           2
      4.7298355      0.8502641           2
      4.7335491      0.6810282           2
      4.7372627      1.5097984           2
      4.7409763      1.4245191           2
      4.7446899      0.7676136           2
      4.7484035      1.5713332           2
      4.7521172      1.4563109           2
      4.7558308      1.2630706           2
      4.7595444      1.0490617           2
      4.7632580      1.2081996           2
      4.7669711      0.8559352           2
      4.7706847      1.0359485           2
      4.7743983      1.6274456           2
      4.7781119      1.8132206           2
      4.7818255      0.7811102           2
      4.7855392      0.6828518           2
      4.7892528      0.9044388           2
      4.7929664      1.2764151           2
      4.7966800      0.9998331           2
      4.8003936      0.4856953           2
      4.8041067      0.3666700           2
      4.8078203      0.5469790           2
      4.8115339      0.9077994           2
      4.8152475      0.7079175           2
      4.8189611      1.1563189           2
      4.8226748      0.9691349           2
      4.8263884      0.6102057           2
      4.8301020      0.6724089           2
      4.8338156      1.0334336           2
      4.8375287      1.3182955           2
      4.8412423      0.9929211           2
      4.8449559      0.9482290           2
      4.8486695      1.1489837           2
      4.8523831      0.9387913           2
      4.8560967      0.9916185           2
      4.8598104      1.0667191           2
      4.8635240      1.3471611           2
      4.8672376      1.1796221           2
      4.8709512      1.5983565           2
      4.8746643      1.6459973           2
      4.8783779      1.4263211           2
      4.8820915      1.6138397           2
      4.8858051      1.0716053           2
      4.8895187      0.5908821           2
      4.8932323      1.2608559           2
      4.8969460      1.3676100           2
      4.9006596      0.9214661           2
      4.9043732      1.1678041           2
      4.9080868      0.6394935           2
      4.9117999      1.2625046           2
      4.9155135      1.5459993           2
      4.9192271      1.2039522           2
      4.9229407      0.8257105           2
      4.9266543      0.7972704           2
      4.9303679      1.0529697           2
      4.9340816      0.8964435           2
      4.9377952      0.5512972           2
      4.9415088      0.6346613           2
      4.9452219      0.9486791           2
      4.9489355      1.0053303           2
      4.9526491      1.1802963           2
      4.9563627      1.3553617           2
      4.9600763      1.5256188           2
      4.9637899      1.4666491           2
      4.9675035      1.5998895           2
      4.9712172      1.0990633           2
      4.9749308      0.4963299           2
      4.9786444      0.8279431           2
      4.9823575      1.2938379           2
      4.9860711      1.1803936           2
      4.9897847      1.0124228           2
      4.9934983      1.0921105           2
      4.9972119      1.0711447           2
      5.0009255      1.1922188           2
      5.0046391      1.1756160           2
      5.0083528      0.8032923           2
      5.0120664      0.8665379           2
      5.0157800      0.5409967           2
      5.0194931      1.4908851           2
      5.0232067      1.4555044           2
      5.0269203      1.3787216           2
      5.0306339      0.8655618           2
      5.0343475      1.1598690           2
      5.0380611      0.9389114           2
      5.0417747      0.7672889           2
      5.0454884      0.8194966           2
      5.0492020      1.0557677           2
      5.0529151      0.8447847           2
      5.0566287      1.1109279           2
      5.0603423      0.9294877           2
      5.0640559      0.8839911           2
      5.0677695      0.9204618           2
      5.0714831      0.5021001           2
      5.0751967      0.9137442           2
      5.0789104      1.2044207           2
      5.0826240      0.6597884           2
      5.0863376      0.5593120           2
      5.0900507      0.7482354           2
      5.0937643      1.2894367           2
      5.0974779      1.3963268           2
      5.1011915      1.0151547           2
      5.1049051      0.9690849           2
      5.1086187      1.2017063           2
      5.1123323      1.3438871           2
      5.1160460      1.0588452           2
      5.1197596      0.8630329           2
      5.1234732      1.3406743           2
      5.1271863      1.3132465           2
      5.1308999      0.7943240           2
      5.1346135      0.9103392           2
      5.1383271      1.3358080           2
      5.1420407      0.6852500           2
      5.1457543      0.5057722           2
      5.1494679      1.1527803           2
      5.1531816      1.8318207           2
      5.1568952      1.7774919           2
      5.1606083      1.7220085           2
      5.1643219      1.1911123           2
      5.1680355      0.9985517           2
      5.1717491      0.8515528           2
      5.1754627      0.5064523           2
      5.1791763      0.9128720           2
      5.1828899      1.2898964           2
      5.1866035      1.0207353           2
      5.1903172      0.9698070           2
      5.1940308      1.0229321           2
      5.1977439      0.8358564           2
      5.2014575      0.5808271           2
      5.2051711      1.0154759           2
      5.2088847      1.1543764           2
      5.2125983      0.9748308           2
      5.2163119      1.3294489           2
      5.2200255      1.2456218           2
      5.2237391      1.0246173           2
      5.2274528      0.7095451           2
      5.2311664      0.8342195           2
      5.2348795      1.2379154           2
      5.2385931      1.1081470           2
      5.2423067      0.9744431           2
      5.2460203      0.7493167           2
      5.2497339      1.1538514           2
      5.2534475      1.5514728           2
      5.2571611      1.3401064           2
      5.2608747      1.1804531           2
      5.2645884      1.3019018           2
      5.2683015      1.1171449           2
      5.2720151      1.5137378           2
      5.2757287      1.3751814           2
      5.2794423      0.6545984           2
      5.2831559      0.9516908           2
      5.2868695      0.8630660           2
      5.2905831      0.8806114           2
      5.2942967      0.9423213           2
      5.2980103      1.1826302           2
      5.3017240      1.0126804           2
      5.3054371      0.8229154           2
      5.3091507      1.0733844           2
      5.3128643      0.8781031           2
      5.3165779      0.6508020           2
      5.3202915      0.6875626           2
      5.3240051      1.3695239           2
      5.3277187      1.5230577           2
      5.3314323      1.1250858           2
      5.3351460      0.8458665           2
      5.3388596      1.2269638           2
      5.3425727      1.1771417           2
      5.3462863      0.7626876           2
      5.3499999      1.0155729           2
      5.3537135      0.7716192           2
      5.3574271      1.0638244           2
      5.3611407      1.3523586           2
      5.3648543      1.2289993           2
      5.3685679      1.1671435           2
      5.3722816      0.9259200           2
      5.3759947      1.1692990           2
      5.3797083      0.8435509           2
      5.3834219      0.6451836           2
      5.3871355      1.4363248           2
      5.3908491      1.5761433           2
      5.3945627      1.6366408           2
      5.3982763      1.2640431           2
      5.4019899      0.7162411           2
      5.4057035      0.8907170           2
      5.4094172      1.0703602           2
      5.4131303      0.8843744           2
      5.4168439      0.7686037           2
      5.4205575      0.8884451           2
      5.4242711      1.2916965           2
      5.4279847      1.2213879           2
      5.4316983      0.8894376           2
      5.4354119      1.1012228           2
      5.4391255      0.9098852           2
      5.4428391      0.6666077           2
      5.4465528      0.4664557           2
      5.4502659      0.6400389           2
      5.4539795      1.3382705           2
      5.4576931      1.9480217           2
      5.4614067      1.4316216           2
      5.4651203      1.0245596           2
      5.4688339      1.0546638           2
      5.4725475      0.9576529           2
      5.4762611      1.2382851           2
      5.4799747      1.6215559           2
      5.4836884      1.0017992           2
      5.4874015      0.6081531           2
      5.4911151      0.3715240           2
      5.4948287      1.0204490           2
      5.4985423      1.2106166           2
      5.5022559      0.5787412           2
      5.5059695      0.5891817           2
      5.5096831      1.2291322           2
      5.5133967      1.3282743           2
      5.5171103      0.8400272           2
      5.5208235      0.6132430           2
      5.5245371      1.0396202           2
      5.5282507      1.5574167           2
      5.5319643      1.8970459           2
      5.5356779      1.0194938           2
      5.5393915      1.1151361           2
      5.5431051      1.1988120           2
      5.5468187      0.9167759           2
      5.5505323      0.6644722           2
      5.5542459      0.7167093           2
      5.5579591      1.2173736           2
      5.5616727      1.2634476           2
      5.5653863      1.4896448           2
      5.5690999      1.5886292           2
      5.5728135      0.8469369           2
      5.5765271      1.0372298           2
      5.5802407      1.0918870           2
      5.5839543      0.9775956           2
      5.5876679      1.0101334           2
      5.5913815      0.9908403           2
      5.5950947      0.9981062           2
      5.5988083      0.7585030           2
      5.6025219      0.4924129           2
      5.6062355      0.8224560           2
      5.6099491      0.9420568           2
      5.6136627      1.2573698           2
      5.6173763      1.0925391           2
      5.6210899      1.0803001           2
      5.6248035      0.5373740           2
      5.6285167      0.7305758           2
      5.6322303      0.8004100           2
      5.6359439      1.3109915           2
      5.6396575      1.5431662           2
      5.6433711      1.0189421           2
      5.6470847      0.6619908           2
      5.6507983      1.6454551           2
      5.6545119      1.1693803           2
      5.6582255      0.7828919           2
      5.6619391      0.7597400           2
      5.6656523      0.5138853           2
      5.6693659      1.0478857           2
      5.6730795      1.5603371           2
      5.6767931      1.4826887           2
      5.6805067      1.2867728           2
      5.6842203      0.4867610           2
      5.6879339      0.9026027           2
      5.6916475      1.3316587           2
      5.6953611      1.9205959           2
      5.6990747      1.9715239           2
      5.7027879      1.3185103           2
      5.7065015      0.4897506           2
      5.7102151      0.8528188           2
      5.7139287      0.6223608           2
      5.7176423      0.6659712           2
      5.7213559      0.8302401           2
      5.7250695      0.7850696           2
      5.7287831      0.7563066           2
      5.7324967      0.7052362           2
      5.7362099      1.1458237           2
      5.7399235      1.1934762           2
      5.7436371      0.8156971           2
      5.7473507      1.2351232           2
      5.7510643      0.9600250           2
      5.7547779      1.0039968           2
      5.7584915      1.2764950           2
      5.7622051      1.0152481           2
      5.7659187      0.5284400           2
      5.7696323      0.4298128           2
      5.7733455      0.6073133           2
      5.7770591      0.9681062           2
      5.7807727      1.4186015           2
      5.7844863      0.7236623           2
      5.7881999      0.9691253           2
      5.7919135      1.0029113           2
      5.7956271      0.8953846           2
      5.7993407      0.9425559           2
      5.8030543      0.8569749           2
      5.8067679      0.7743738           2
      5.8104811      0.9287160           2
      5.8141947      0.8418217           2
      5.8179083      0.8723658           2
      5.8216219      0.7697533           2
      5.8253355      0.9370613           2
      5.8290491      0.8212203           2
      5.8327627      0.7673206           2
      5.8364763      0.6870859           2
      5.8401899      0.7955285           2
      5.8439031      0.7593469           2
      5.8476167      0.9708759           2
      5.8513303      1.0782537           2
      5.8550439      1.4784430           2
      5.8587575      0.7063280           2
      5.8624711      1.1621102           2
      5.8661847      1.0284418           2
      5.8698983      0.4558393           2
      5.8736119      0.9881542           2
      5.8773255      1.1593223           2
      5.8810387      0.7489657           2
      5.8847523      1.1761119           2
      5.8884659      1.2623255           2
      5.8921795      1.2147646           2
      5.8958931      1.1755735           2
      5.8996067      1.0774834           2
      5.9033203      1.0463068           2
      5.9070339      0.6635110           2
      5.9107475      0.5204263           2
      5.9144611      0.9536705           2
      5.9181743      0.8477911           2
      5.9218879      0.7663027           2
      5.9256015      0.7940564           2
      5.9293151      0.8326162           2
      5.9330287      0.8503925           2
      5.9367423      1.5534506           2
      5.9404559      1.1807672           2
      5.9441695      0.5884204           2
      5.9478831      0.7321816           2
      5.9515963      0.9975895           2
      5.9553099      0.5878636           2
      5.9590235      0.8590697           2
      5.9627371      0.5170900           2
      5.9664507      0.5992035           2
      5.9701643      0.8081752           2
      5.9738779      0.5931067           2
      5.9775915      0.6244128           2
      5.9813051      0.7349158           2
      5.9850187      0.7722519           2
      5.9887319      0.6932229           2
      5.9924455      1.1226475           2
      5.9961591      1.0597299           2
      5.9998727      1.2693825           2
      6.0035863      0.6967244           2
      6.0072999      0.9265226           2
      6.0110135      1.1600355           2
      6.0147271      0.8364645           2
      6.0184407      0.7832788           2
      6.0221543      0.6908415           2
      6.0258675      0.7405310           2
      6.0295811      1.0756797           2
      6.0332947      0.9047373           2
      6.0370083      0.8069842           2
      6.0407219      0.6523929           2
      6.0444355      0.2686288           2
      6.0481491      0.7248909           2
      6.0518627      0.7870432           2
      6.0555763      0.5700212           2
      6.0592895      0.9816498           2
      6.0630031      1.1853977           2
      6.0667167      0.9392689           2
      6.0704303      0.6468161           2
      6.0741439      0.7288294           2
      6.0778575      0.9653645           2
      6.0815711      1.2589527           2
      6.0852847      0.8908046           2
      6.0889983      0.5919163           2
      6.0927119      0.5594758           2
      6.0964251      0.8747963           2
      6.1001387      1.2089846           2
      6.1038523      0.9259449           2
      6.1075659      1.2629086           2
      6.1112795      1.1606381           2
      6.1149931      0.6206552           2
      6.1187067      1.0546114           2
      6.1224203      0.8642730           2
      6.1261339      0.8524631           2
      6.1298475      0.8635690           2
      6.1335607      0.9297184           2
      6.1372743      1.1905210           2
      6.1409879      0.9432015           2
      6.1447015      0.9029662           2
      6.1484151      1.1104567           2
      6.1521287      0.9302393           2
      6.1558423      1.0409820           2
      6.1595559      1.1219805           2
      6.1632695      1.3199903           2
      6.1669831      1.1418855           2
      6.1706963      1.2796268           2
      6.1744099      1.0082096           2
      6.1781235      0.6411626           2
      6.1818371      0.9145705           2
      6.1855507      0.8430093           2
      6.1892643      0.4474342           2
      6.1929779      0.5334277           2
      6.1966915      0.6726162           2
      6.2004051      0.5938231           2
      6.2041183      0.7031253           2
      6.2078319      1.0609127           2
      6.2115455      0.8885555           2
      6.2152591      1.1242632           2
      6.2189727      0.9213912           2
      6.2226863      0.9047993           2
      6.2263999      1.0874407           2
      6.2301135      1.0728527           2
      6.2338271      0.7174898           2
      6.2375407      0.8452402           2
      6.2412539      0.6822879           2
      6.2449675      0.7249491           2
      6.2486811      0.9966189           2
      6.2523947      0.6013728           2
      6.2561083      0.4038027           2
      6.2598219      0.8097528           2
      6.2635355      0.8846668           2
      6.2672491      0.8094913           2
      6.2709627      0.5913761           2
      6.2746763      0.4319359           2
      6.2783895      1.0149302           2
      6.2821031      1.4528818           2
      6.2858167      0.9657671           2
      6.2895303      0.9091951           2
      6.2932439      1.2837971           2
      6.2969575      0.6647382           2
      6.3006711      0.7038643           2
      6.3043847      1.0506676           2
      6.3080983      0.8500309           2
      6.3118114      1.0129631           2
      6.3155251      1.2873913           2
      6.3192387      0.9929461           2
      6.3229523      1.2075478           2
      6.3266659      0.8957224           2
      6.3303795      0.5804514           2
      6.3340931      0.8775734           2
      6.3378067      0.6097954           2
      6.3415203      0.6187009           2
      6.3452339      0.7929808           2
      6.3489470      1.1061842           2
      6.3526607      0.6014781           2
      6.3563743      0.7363508           2
      6.3600879      1.0302966           2
      6.3638015      1.7621269           2
      6.3675151      1.2426798           2
      6.3712287      1.3198812           2
      6.3749423      0.9192911           2
      6.3786559      0.5149451           2
      6.3823695      0.5297310           2
      6.3860826      0.5295872           2
      6.3897963      1.1412966           2
      6.3935099      0.8327174           2
      6.3972235      0.5926775           2
      6.4009371      0.6721815           2
      6.4046507      0.6757560           2
      6.4083643      1.0424207           2
      6.4120779      1.3334816           2
      6.4157915      1.5995800           2
      6.4195046      1.5474764           2
      6.4232183      0.9915466           2
      6.4269319      0.7653031           2
      6.4306455      1.1050669           2
      6.4343591      1.5288954           2
      6.4380727      1.9115953           2
      6.4417863      1.4092711           2
      6.4454999      1.3298270           2
      6.4492135      1.8549324           2
      6.4529271      1.4270891           2
      6.4566402      0.8358653           2
      6.4603539      0.7878598           2
      6.4640675      0.7666274           2
      6.4677811      0.8956871           2
      6.4714947      1.0562799           2
      6.4752083      0.7283016           2
      6.4789219      0.7422798           2
      6.4826355      0.8434820           2
      6.4863491      1.6178252           2
      6.4900627      1.6227558           2
      6.4937758      1.0772446           2
      6.4974895      1.0213015           2
      6.5012031      0.9965192           2
      6.5049167      1.0549746           2
      6.5086303      1.0447814           2
      6.5123439      0.6603410           2
      6.5160575      0.7794616           2
      6.5197711      0.9709360           2
      6.5234847      0.8211120           2
      6.5271978      0.6349990           2
      6.5309114      0.9535000           2
      6.5346251      0.9275223           2
      6.5383387      0.9351686           2
      6.5420523      1.0956663           2
      6.5457659      0.8162864           2
