#    Conf       T(K)      KE (eV)        PE (eV)         Pressure (bar)      Pxx(bar)     Pyy(bar)        Pzz(bar)        Pxy(bar)     Pxz(bar)        Pyz(bar)  
     1678     2436.72900     8708.01953  -146221.14063   -66429.07813   -71808.55469   -63129.62109   -64349.05078    10387.43457    -2321.21411    -6902.46045
     1680     2435.18188     8702.49121  -146215.75000   -66333.25781   -71254.47656   -63667.49219   -64077.79297    10321.90625    -1763.11108    -6757.64258
     1682     2430.58789     8686.07324  -146198.56250   -66104.25000   -70061.68750   -64565.37109   -63685.69141    10562.51074     -912.45227    -6538.86182
     1684     2432.08301     8691.41699  -146204.54688   -66157.42188   -69493.69531   -65477.71094   -63500.85938    10649.74512     -524.83862    -6173.49463
     1686     2433.38721     8696.07715  -146209.37500   -66097.26563   -69863.60938   -65129.20703   -63298.96875    10512.95703     -556.93311    -5613.82910
     1688     2431.67969     8689.97461  -146202.79688   -65843.12500   -69951.29688   -63736.73047   -63841.33984    10474.13184    -1014.32996    -5152.25537
     1690     2431.86157     8690.62500  -146203.68750   -65766.75000   -69619.46875   -63182.71875   -64498.06641     9942.99609    -1023.49615    -4832.64551
     1692     2430.91333     8687.23633  -146200.25000   -65792.06250   -69024.36719   -63566.49219   -64785.31641     9445.73340    -1250.61975    -4808.48877
     1694     2428.19458     8677.52051  -146190.40625   -65846.03906   -68944.71094   -63923.01563   -64670.38281     8889.59277    -1833.46814    -4714.88379
     1696     2426.32104     8670.82520  -146183.60938   -66008.38281   -69933.39844   -64028.22266   -64063.52734     8795.96289    -2159.48364    -4484.77295
     1698     2427.57031     8675.29004  -146187.98438   -66262.02344   -71189.32813   -64836.38672   -62760.35547     9866.43652    -2803.99927    -3861.28418
     1700     2432.04004     8691.26367  -146204.20313   -66504.57031   -72240.84375   -65606.48438   -61666.37891    11360.53711    -3453.43677    -3266.31543
     1702     2436.59863     8707.55469  -146220.98438   -66585.53906   -72880.43750   -65716.55469   -61159.62109    12355.03711    -3571.52686    -2753.52466
     1704     2436.91650     8708.68945  -146221.82813   -66357.46094   -73307.68750   -65112.00781   -60652.67578    12731.76074    -3433.98462    -2499.67017
     1706     2435.39063     8703.23730  -146216.39063   -66057.16406   -73523.94531   -64133.59375   -60513.95313    12357.22852    -3138.48975    -2389.56885
     1708     2432.83374     8694.09961  -146207.17188   -65813.01563   -73504.67969   -63263.28125   -60671.08984    11356.60254    -2610.83545    -2001.30908
     1710     2429.47534     8682.09766  -146195.00000   -65616.20313   -73074.04688   -62860.91406   -60913.66016    10358.44629    -2122.52124    -2200.34082
     1712     2429.77808     8683.17969  -146196.00000   -65590.07813   -71637.26563   -62701.37109   -62431.59375    10605.44043    -1731.33813    -2660.20020
     1714     2435.66064     8704.20215  -146217.21875   -65811.48438   -69770.66406   -63068.95313   -64594.84375    11325.97559    -1549.56897    -2948.04517
     1716     2444.42480     8735.52246  -146248.76563   -66226.86719   -68513.42188   -63808.08203   -66359.10938    11637.43359    -2225.21875    -3327.74902
     1718     2451.74902     8761.69629  -146275.23438   -66617.99219   -68250.85938   -64550.98047   -67052.12500    11265.88379    -3098.64673    -4048.28711
     1720     2452.99780     8766.15918  -146279.70313   -66718.30469   -68463.00781   -64722.47266   -66969.42969    10595.87891    -3316.13916    -5128.49463
     1722     2449.23242     8752.70313  -146265.62500   -66485.25781   -69370.79688   -63761.68359   -66323.30469    10465.22656    -2696.86792    -5455.90088
     1724     2447.97949     8748.22559  -146261.18750   -66154.65625   -70761.47656   -62443.07031   -65259.43359    10358.71484    -1539.43567    -4849.74219
     1726     2448.84546     8751.31934  -146264.81250   -65797.35938   -71915.57813   -61088.14453   -64388.35938     9802.66895     -558.24597    -3664.43286
     1728     2445.20728     8738.31836  -146251.45313   -65364.31250   -72765.07813   -60019.53516   -63308.32813     9688.48926     -369.03931    -2970.76147
     1730     2441.65796     8725.63477  -146238.87500   -65138.89453   -72818.41406   -59991.29688   -62606.96875    10262.48047     -771.79376    -2901.10742
     1732     2439.45337     8717.75586  -146230.75000   -65165.72266   -72143.35156   -60371.37109   -62982.44922    11386.61426    -1427.54260    -3344.00781
     1734     2438.96899     8716.02539  -146229.25000   -65364.87109   -71076.75781   -61339.02734   -63678.82031    11885.71094    -2063.19971    -4223.06201
     1736     2438.08960     8712.88184  -146225.93750   -65627.14844   -70409.29688   -62825.65625   -63646.50000    12079.59766    -2798.81494    -5281.97656
     1738     2438.50098     8714.35254  -146227.23438   -65966.74219   -70612.65625   -63753.38281   -63534.18750    12420.32617    -3177.50342    -5566.56299
     1740     2441.33789     8724.49023  -146237.87500   -66365.20313   -71029.61719   -64325.40625   -63740.58203    12947.09668    -3086.11987    -4989.08008
     1742     2440.09717     8720.05664  -146233.35938   -66559.84375   -71187.05469   -64696.68359   -63795.78516    13177.85352    -3232.39331    -3831.06519
     1744     2435.65015     8704.16406  -146216.79688   -66574.07813   -71392.64844   -64429.61719   -63899.96484    12767.47656    -3747.32275    -2476.77466
     1746     2435.71045     8704.37988  -146217.65625   -66635.31250   -72032.19531   -63966.78906   -63906.95703    11713.90039    -3765.69800    -1517.60950
     1748     2436.27856     8706.41016  -146219.06250   -66644.49219   -72389.11719   -63617.88672   -63926.48438    10902.34375    -3276.42139    -1030.08386
     1750     2441.97217     8726.75684  -146239.73438   -66798.92969   -72280.91406   -64026.54297   -64089.33594    10530.79688    -2614.17725    -1072.96179
     1752     2449.12354     8752.31348  -146265.76563   -67026.02344   -72081.16406   -64674.35938   -64322.55078    10597.21387    -1688.89038    -2021.51611
     1754     2450.92139     8758.73926  -146271.98438   -67132.69531   -71689.85156   -64978.17969   -64730.04688    11322.14160    -1040.59631    -3110.29565
     1756     2450.59082     8757.55762  -146270.78125   -67203.50000   -72191.60156   -64219.24219   -65199.66406    12767.03027    -1257.47058    -3819.17334
     1758     2448.75708     8751.00391  -146264.07813   -67174.32031   -72596.25000   -62770.62891   -66156.08594    13994.54492    -1703.56311    -4050.64038
     1760     2445.57666     8739.63867  -146252.70313   -66986.88281   -72565.43750   -61346.58984   -67048.60938    14455.88086    -2287.11279    -4843.74561
     1762     2442.72729     8729.45605  -146242.23438   -66744.07031   -72463.01563   -60820.79297   -66948.41406    14451.81543    -2891.11060    -6040.70166
     1764     2443.23218     8731.25977  -146244.10938   -66596.38281   -72163.73438   -61526.46484   -66098.94531    14100.42383    -2807.69678    -6840.01465
     1766     2446.80640     8744.03320  -146257.42188   -66604.26563   -72172.96094   -62083.26563   -65556.56250    13377.31348    -2629.44507    -6946.99951
     1768     2448.13599     8748.78418  -146261.85938   -66607.68750   -71718.96094   -62552.31250   -65551.78906    12556.55371    -2965.12402    -6242.64990
     1770     2449.54810     8753.83105  -146267.32813   -66644.82031   -71010.86719   -63285.36719   -65638.23438    11975.35059    -3238.22632    -4805.76123
     1772     2446.81665     8744.06934  -146257.35938   -66465.92188   -70143.74219   -63845.35547   -65408.66406    11303.49512    -3185.40332    -4145.25342
     1774     2441.06299     8723.50781  -146236.67188   -66075.02344   -68536.18750   -63504.39063   -66184.49219    10217.83105    -3243.67896    -3981.69019
     1776     2437.18384     8709.64551  -146222.50000   -65798.89844   -67043.02344   -63258.46875   -67095.21094     9137.00781    -3306.33130    -3591.17334
     1778     2441.24536     8724.16016  -146236.84375   -66016.00781   -66838.59375   -63495.09766   -67714.32813     8734.82910    -3386.93481    -3113.63306
     1780     2453.80640     8769.04883  -146282.57813   -66589.43750   -67625.35938   -63632.58203   -68510.35938     9508.33301    -3165.26465    -2840.53760
     1782     2462.26636     8799.28223  -146313.31250   -66893.80469   -68633.90625   -63271.48828   -68776.01563    10565.52051    -2899.48853    -3249.54272
     1784     2459.53882     8789.53418  -146303.14063   -66673.45313   -69165.50000   -63178.37891   -67676.47656    11176.08398    -3138.80151    -3169.26099
     1786     2453.19775     8766.87402  -146280.03125   -66297.01563   -69563.86719   -63403.81641   -65923.37500    11916.43262    -3097.93652    -2045.56396
     1788     2450.18042     8756.09082  -146269.54688   -66137.74219   -70084.19531   -64197.62109   -64131.41406    11987.11621    -2562.21411     -890.65192
     1790     2447.51563     8746.56738  -146259.93750   -66048.64063   -70851.87500   -64488.79688   -62805.26172    11540.14746    -2082.20117     -834.17682
     1792     2443.88574     8733.59570  -146246.45313   -65828.58594   -71241.44531   -63992.68750   -62251.61719    11111.26660    -1954.15015    -1734.50635
     1794     2444.15430     8734.55469  -146247.60938   -65613.14063   -70818.95313   -63393.28125   -62627.17969    10945.39746    -1992.15100    -2588.55811
     1796     2446.81958     8744.08008  -146257.25000   -65465.55469   -70567.45313   -63220.69141   -62608.52344    11225.22070    -1951.83228    -2847.07324
     1798     2450.15796     8756.01074  -146269.39063   -65338.73047   -70629.22656   -62887.04297   -62499.92188    11495.92676    -1984.67773    -2702.18970
     1800     2451.07886     8759.30176  -146272.81250   -65030.94922   -70243.28125   -62154.19141   -62695.37891    11487.65430    -2435.68726    -2910.83301
     1802     2447.66748     8747.11035  -146260.12500   -64548.22656   -69727.03125   -61123.46484   -62794.17969    11523.63379    -2966.89307    -3301.04688
     1804     2448.32617     8749.46387  -146262.43750   -64344.15625   -68883.72656   -60524.42578   -63624.31641    11502.74023    -3484.84717    -3257.69751
     1806     2453.26733     8767.12207  -146280.57813   -64452.20313   -68204.79688   -60567.10547   -64584.70313    11185.25293    -4337.77051    -2689.98560
     1808     2455.45410     8774.93652  -146287.96875   -64622.50781   -67392.93750   -61443.43359   -65031.14844    10776.61426    -5416.49756    -1881.44446
     1810     2457.88281     8783.61621  -146296.81250   -65007.83203   -67222.36719   -62848.86328   -64952.26563    10398.58984    -6014.69434    -1570.48523
     1812     2457.04492     8780.62207  -146294.23438   -65448.53125   -67551.12500   -64089.97266   -64704.49219     9903.11133    -5757.62695    -2262.31567
     1814     2448.36914     8749.61816  -146262.54688   -65687.03125   -67933.65625   -64770.40234   -64357.04688     9425.66406    -4980.95801    -3045.82056
     1816     2441.00293     8723.29297  -146235.45313   -65906.64063   -68485.64844   -65269.54688   -63964.71875     9476.52051    -3965.21851    -3296.68091
     1818     2445.13770     8738.06934  -146250.89063   -66450.46875   -69578.40625   -65526.46094   -64246.53125     9805.17969    -2766.90454    -3795.13159
     1820     2451.70972     8761.55566  -146274.92188   -66902.53906   -70537.21875   -65570.08594   -64600.30469    10326.38477    -1746.68787    -4184.62744
     1822     2451.61597     8761.22070  -146274.20313   -66967.25000   -70743.35938   -65434.06641   -64724.31250    10791.71387    -1270.14209    -3927.52637
     1824     2449.34155     8753.09277  -146266.48438   -66923.46875   -70913.43750   -65585.89063   -64271.07813    10820.01074    -1317.46155    -3627.75635
     1826     2442.88403     8730.01563  -146243.14063   -66677.19531   -71177.21875   -65320.21094   -63534.15625    10644.48145    -1583.43774    -3286.04004
     1828     2435.37842     8703.19336  -146215.82813   -66407.09375   -71947.08594   -64613.61719   -62660.57422    10897.96289    -1722.24500    -3029.30688
     1830     2435.39502     8703.25293  -146215.96875   -66519.25000   -73601.18750   -63999.12109   -61957.42969    11370.02930    -1300.07825    -3018.82593
     1832     2442.26172     8727.79199  -146240.81250   -66986.02344   -74620.62500   -64032.03516   -62305.40625    11516.82813     -531.64423    -2972.17944
     1834     2449.72510     8754.46387  -146267.70313   -67447.79688   -74062.51563   -64295.79688   -63985.07422    11685.22559      -22.92809    -2503.40967
     1836     2453.69897     8768.66406  -146282.07813   -67671.29688   -72893.00781   -64083.27344   -66037.60938    11692.37598     -307.73828    -1564.39001
     1838     2453.44531     8767.75781  -146280.48438   -67590.34375   -72036.14844   -63283.24609   -67451.62500    11401.39355    -1269.84448     -831.37524
     1840     2454.73999     8772.38477  -146285.78125   -67470.95313   -71607.71875   -62474.88672   -68330.24219    11106.48535    -2223.74976     -912.14545
     1842     2452.27173     8763.56348  -146276.76563   -67196.88281   -70753.14063   -62328.50391   -68508.99219    10939.07520    -3387.46094    -1295.81213
     1844     2449.72925     8754.47852  -146267.26563   -67014.57031   -69859.21875   -62858.62500   -68325.87500    10909.82813    -4190.88232    -1861.37341
     1846     2453.18359     8766.82324  -146280.04688   -67252.56250   -70330.87500   -63522.01953   -67904.78906    10828.80664    -3449.36670    -2460.79102
     1848     2458.10156     8784.39844  -146297.34375   -67719.39063   -71345.90625   -64279.21094   -67533.05469    10654.57520    -2186.07715    -2722.41504
     1850     2465.65820     8811.40234  -146324.71875   -68262.49219   -72079.77344   -65794.28906   -66913.41406    10293.48535    -1472.70239    -2917.53101
     1852     2470.05322     8827.10938  -146340.85938   -68528.25781   -72153.59375   -67027.00781   -66404.17969    10190.37988    -1367.41272    -3296.71924
     1854     2464.08521     8805.78125  -146319.50000   -68180.98438   -71621.47656   -66806.52344   -66114.94531    10783.28613    -1191.25757    -4140.53711
     1856     2450.65405     8757.78320  -146270.60938   -67433.71875   -71540.67188   -65437.87891   -65322.60938    11893.70996     -635.18628    -4711.17480
     1858     2441.90210     8726.50684  -146239.20313   -66905.52344   -71256.90625   -64695.95313   -64763.71875    11873.54785     -295.95172    -4419.50732
     1860     2440.00073     8719.71191  -146232.54688   -66701.19531   -70302.11719   -65065.73047   -64735.74219    11053.46484     -426.80304    -3568.73145
     1862     2440.94556     8723.08789  -146235.96875   -66667.45313   -69855.31250   -64942.88281   -65204.17188    10602.96777     -778.93610    -3075.04468
     1864     2443.90845     8733.67676  -146246.40625   -66740.72656   -70028.67969   -64444.73047   -65748.77344    10481.59473    -1401.57556    -2913.10962
     1866     2449.09961     8752.22852  -146265.64063   -66855.07813   -69936.25000   -64397.61328   -66231.38281    11045.11914    -2113.76294    -2707.26831
     1868     2450.12305     8755.88574  -146269.25000   -66750.09375   -69768.09375   -63825.35156   -66656.82813    11874.38867    -2306.99756    -2319.12207
     1870     2447.09814     8745.07617  -146258.26563   -66486.75781   -69336.28125   -63226.47656   -66897.50781    12354.80469    -2250.65625    -2118.13599
     1872     2444.06689     8734.24219  -146247.18750   -66335.75781   -68629.46875   -63139.97266   -67237.82813    12253.78906    -1852.70532    -2255.28784
     1874     2442.82422     8729.80176  -146243.01563   -66404.11719   -67863.92969   -63813.31641   -67535.10938    11092.37500    -1046.35791    -2769.94580
     1876     2441.40771     8724.74023  -146237.20313   -66584.78906   -67258.45313   -65363.46484   -67132.44531    10029.23047    -1167.80786    -3296.31006
     1878     2448.57617     8750.35742  -146263.09375   -67073.40625   -67299.42188   -67044.17188   -66876.63281     9296.68262    -1926.82751    -4279.55957
     1880     2460.59229     8793.29883  -146306.98438   -67597.54688   -67776.69531   -68112.01563   -66903.92969     8730.21777    -2439.54395    -5338.88281
     1882     2466.90527     8815.85938  -146329.42188   -67739.73438   -68231.89844   -68301.09375   -66686.20313     8156.33691    -2122.95508    -5375.71826
     1884     2467.32690     8817.36621  -146331.06250   -67595.65625   -68791.56250   -67880.28125   -66115.12500     7609.43652    -1542.17126    -4836.98584
     1886     2463.35693     8803.17871  -146316.40625   -67274.07813   -69092.65625   -67082.61719   -65646.96875     7767.31055    -1131.74475    -4337.12549
     1888     2462.15625     8798.88867  -146312.28125   -67096.84375   -69465.64844   -66453.02344   -65371.85938     8352.34961     -781.64337    -4010.74072
     1890     2462.94116     8801.69336  -146315.20313   -67049.57031   -69558.82813   -66264.87500   -65325.01172     8614.12988     -333.58252    -3610.70093
     1892     2463.22778     8802.71680  -146315.60938   -67042.10938   -69598.60156   -66332.01563   -65195.70703     8582.86133      386.10880    -2706.58643
     1894     2467.07300     8816.45801  -146329.85938   -67153.15625   -70006.86719   -66185.64844   -65266.94531     9293.70801     1255.64600    -2293.91870
     1896     2469.02368     8823.42969  -146336.81250   -67138.73438   -69747.10938   -65546.91406   -66122.17969    10915.09961     1822.67188    -2243.18311
     1898     2467.92993     8819.52148  -146332.59375   -67050.33594   -68642.76563   -65919.14844   -66589.09375    12389.26855     1985.26294    -2124.28760
     1900     2466.17358     8813.24414  -146326.50000   -66950.10938   -67072.30469   -66670.49219   -67107.52344    13028.93359     1145.90649    -2124.49194
     1902     2461.04736     8794.92480  -146307.82813   -66614.25781   -66022.96875   -66277.37500   -67542.42969    13441.53711      198.78148    -2411.69312
     1904     2456.67871     8779.31348  -146291.68750   -66152.65625   -66231.00781   -64349.80078   -67877.15625    13857.33691     -239.92097    -2833.40259
     1906     2460.14990     8791.71875  -146304.92188   -65994.65625   -66938.51563   -62236.29688   -68809.14844    13695.07910     -678.81824    -3199.43726
     1908     2461.59106     8796.86816  -146310.31250   -65930.99219   -67250.41406   -61364.63281   -69177.92188    12451.14160    -1471.52295    -3397.61646
     1910     2458.02979     8784.14160  -146296.92188   -65844.43750   -66903.41406   -62088.66406   -68541.22656    10811.45508    -2118.32837    -3392.00537
     1912     2456.79395     8779.72461  -146293.14063   -65872.22656   -66269.65625   -63371.47266   -67975.54688    10030.92969    -2929.02344    -3940.31396
     1914     2452.11328     8762.99805  -146276.03125   -65740.82813   -65887.70313   -63972.41797   -67362.35938    10231.37500    -3769.07886    -4050.53320
     1916     2447.35815     8746.00488  -146258.89063   -65534.91797   -65991.71094   -63998.62891   -66614.42188    10637.98438    -3197.30688    -3280.41724
     1918     2444.89185     8737.19043  -146249.95313   -65308.78125   -66743.26563   -63186.90625   -65996.17188    11001.98828    -2305.59985    -2524.02295
     1920     2444.67578     8736.41895  -146249.46875   -65149.62500   -67496.43750   -62483.81641   -65468.62500    11739.54590    -1998.46887    -1922.43335
     1922     2444.51074     8735.82910  -146249.00000   -64991.26563   -67723.35156   -62624.41797   -64626.03125    12331.94043    -1718.65540    -1464.20801
     1924     2444.80591     8736.88379  -146249.67188   -64900.10938   -67463.49219   -63548.00000   -63688.84375    12130.44531    -1456.22961    -1351.70227
     1926     2449.18579     8752.53613  -146265.31250   -65113.94922   -67282.43750   -64806.17188   -63253.23047    11696.92676    -1229.72314    -1503.67627
     1928     2457.42261     8781.97168  -146294.79688   -65508.26563   -68098.59375   -65653.20313   -62773.00391    11418.92480     -940.27338    -2054.64380
     1930     2466.27832     8813.61914  -146327.20313   -65888.35938   -68947.75781   -66619.37500   -62097.94922    11019.58984     -972.61981    -2655.85156
     1932     2467.57813     8818.26367  -146331.34375   -65925.28125   -68859.30469   -67224.35156   -61692.18359    10498.61914     -692.26318    -3176.27246
     1934     2468.19556     8820.46973  -146333.35938   -65880.92969   -68601.68750   -67456.25000   -61584.85938    10066.83789        9.11481    -3580.48218
     1936     2472.16284     8834.64844  -146347.81250   -65957.17188   -68655.35938   -67511.38281   -61704.75781     9636.00977      798.97546    -4125.78418
     1938     2474.74780     8843.88574  -146357.28125   -65976.97656   -68530.78906   -67287.46875   -62112.65625     8884.91602     1357.16089    -4718.35303
     1940     2472.51440     8835.90430  -146349.48438   -65896.75781   -68122.81250   -66426.29688   -63141.16797     8026.19873     1049.74829    -5283.79736
     1942     2464.47266     8807.16602  -146320.59375   -65649.85938   -67661.71875   -64645.48438   -64642.37500     7851.13379      -49.19130    -5755.11963
     1944     2454.48145     8771.46094  -146284.25000   -65305.59766   -67085.14844   -62604.97266   -66226.67188     8066.42969    -1278.82581    -5779.62207
     1946     2452.43945     8764.16309  -146276.84375   -65320.52344   -66619.25000   -61579.04297   -67763.28125     8712.58398    -1554.84216    -4998.42383
     1948     2459.35303     8788.87012  -146302.15625   -65799.00000   -66453.50000   -62372.21094   -68571.27344     9078.73242    -1600.81714    -3484.61426
     1950     2464.06616     8805.71387  -146319.04688   -66224.83594   -66225.02344   -63731.98438   -68717.50781     9139.99219    -1884.48718    -2438.28369
     1952     2464.36816     8806.79199  -146319.93750   -66499.99219   -66183.43750   -64426.83984   -68889.68750     9025.15918    -1771.99390    -2330.13086
     1954     2462.30200     8799.40820  -146312.35938   -66603.96875   -66910.82813   -64848.48047   -68052.60156     8587.93262    -1318.28406    -2685.66309
     1956     2459.92383     8790.91016  -146303.85938   -66538.66406   -67812.67969   -65359.74219   -66443.56250     8102.54004     -824.63934    -3133.95068
     1958     2457.75854     8783.17285  -146296.29688   -66330.98438   -68504.28906   -65689.13281   -64799.52344     8154.87549     -281.03964    -4011.10132
     1960     2453.67944     8768.59473  -146281.50000   -65947.35938   -68836.64063   -65603.84375   -63401.59375     8697.90625      168.28244    -5117.37012
     1962     2451.62256     8761.24414  -146274.07813   -65570.26563   -68816.80469   -65095.49219   -62798.50391     9645.91504      132.58994    -5395.72168
     1964     2453.85132     8769.20898  -146282.14063   -65450.97266   -68888.53125   -64767.49219   -62696.89453    10710.42480     -581.52765    -4403.58545
     1966     2459.38428     8788.98242  -146302.06250   -65632.50000   -69018.79688   -64541.04297   -63337.66016    11690.22656    -1421.30725    -3580.85156
     1968     2465.68701     8811.50586  -146324.78125   -65910.46094   -68685.85938   -64317.63281   -64727.89453    12540.81055    -2060.54590    -3183.27783
     1970     2467.78760     8819.01270  -146332.92188   -65984.41406   -67855.13281   -64516.51953   -65581.60156    12878.15918    -2599.84497    -2755.48706
     1972     2462.15381     8798.87988  -146311.68750   -65691.49219   -66925.39063   -64760.60938   -65388.47266    12859.00293    -3217.63892    -2581.56201
     1974     2461.67114     8797.15430  -146310.45313   -65635.75781   -66077.89844   -65258.12891   -65571.24219    12245.44824    -3209.25195    -2992.63501
     1976     2464.70752     8808.00586  -146321.03125   -65856.51563   -66018.71875   -65190.00000   -66360.84375    10769.87207    -2054.53931    -3352.50513
     1978     2471.10327     8830.86133  -146344.21875   -66252.07813   -67408.73438   -64513.27734   -66834.22656     9787.81445     -312.01688    -3740.65869
     1980     2475.62891     8847.03418  -146360.71875   -66469.26563   -69495.13281   -63351.05078   -66561.60156     9591.43848      887.58710    -3888.43604
     1982     2474.56909     8843.24707  -146356.35938   -66229.82031   -70633.84375   -62252.77344   -65802.85938     9790.95898     1594.49805    -3524.28613
     1984     2475.34058     8846.00391  -146359.29688   -65890.50781   -70586.86719   -61923.07422   -65161.57813    10496.84766     1775.14099    -2856.29028
     1986     2477.12036     8852.36426  -146365.64063   -65563.55469   -68906.03906   -62687.21875   -65097.41797    11970.78223     1318.05603    -2137.11279
     1988     2479.38867     8860.47070  -146373.71875   -65255.38281   -66750.04688   -63825.96484   -65190.13672    12731.22852      170.30025    -1676.53857
     1990     2481.80762     8869.11523  -146382.96875   -65054.86328   -65762.53906   -64640.30469   -64761.75000    12544.32422    -1276.57434    -1640.95593
     1992     2476.80371     8851.23340  -146364.79688   -64794.16406   -65356.69922   -64848.62109   -64177.16797    12072.73926    -2662.47534    -2172.74438
     1994     2468.83105     8822.74121  -146335.51563   -64628.79297   -65981.72656   -64172.21875   -63732.43359    11792.02246    -3390.11328    -2611.19385
     1996     2466.27051     8813.59082  -146326.56250   -64737.98438   -68336.34375   -63137.21094   -62740.39453    11082.06250    -3093.28369    -2399.36890
     1998     2466.16284     8813.20605  -146326.37500   -64938.60547   -70288.82031   -62852.05859   -61674.93750    10532.68945    -2266.94531    -2010.52539
     2000     2464.53174     8807.37695  -146320.46875   -65140.66797   -70889.35156   -63103.36328   -61429.28516    10093.65723    -1221.82251    -1802.65588
     2002     2461.93286     8798.08984  -146310.54688   -65384.37109   -70536.36719   -63657.42188   -61959.32031     9445.36133      -94.89695    -1500.26184
     2004     2464.32642     8806.64355  -146319.65625   -65799.81250   -70469.79688   -64201.98438   -62727.64844     8737.25586     1076.62878    -1217.83069
     2006     2465.57251     8811.09668  -146324.20313   -66041.70313   -70569.05469   -64424.83984   -63131.23047     8746.70996     1476.70557    -1214.84216
     2008     2462.54883     8800.29102  -146313.25000   -66047.40625   -70210.27344   -63816.21875   -64115.73047     9243.85742     1153.47058    -1791.84009
     2010     2458.21973     8784.82031  -146297.59375   -65983.00000   -69284.48438   -63212.53906   -65451.97656     9412.66211      490.16483    -2049.46509
     2012     2456.61963     8779.10254  -146291.84375   -65901.44531   -67886.46094   -62979.20703   -66838.67969     9469.17480     -285.35449    -2326.52856
     2014     2458.96289     8787.47559  -146300.35938   -65819.74219   -66575.32813   -62985.61719   -67898.28906     9663.57520    -1112.23975    -2692.72559
     2016     2463.20996     8802.65332  -146315.70313   -65821.73438   -65560.43750   -63283.60938   -68621.15625     9917.67969    -2060.64966    -2749.20508
     2018     2466.04688     8812.79102  -146326.14063   -65880.63281   -64729.94141   -63648.78516   -69263.17188    10003.16699    -2904.26074    -3046.25488
     2020     2464.52319     8807.34668  -146320.35938   -65857.25781   -64140.51172   -63998.13672   -69433.13281     9632.35059    -3370.50244    -3502.80444
     2022     2463.18579     8802.56641  -146315.35938   -65818.89844   -64466.73438   -64491.64453   -68498.31250     8537.65234    -3773.17554    -3541.47510
     2024     2466.02490     8812.71387  -146326.04688   -65885.84375   -65960.70313   -64942.71484   -66754.10156     7688.31836    -4667.38428    -3439.10156
     2026     2468.07837     8820.05078  -146333.34375   -65898.47656   -66704.30469   -65385.60938   -65605.51563     7523.06787    -5696.87158    -3370.36353
     2028     2467.13306     8816.67285  -146330.06250   -65825.95313   -66720.27344   -65605.92188   -65151.66797     8025.93652    -5415.68164    -2989.82373
     2030     2464.05298     8805.66602  -146318.82813   -65718.03906   -67060.49219   -65863.32031   -64230.30859     8753.25488    -4000.02905    -2118.45532
     2032     2462.98706     8801.85742  -146314.57813   -65695.50000   -67484.25781   -66142.25000   -63459.98047     9308.62500    -3023.37573    -1465.08240
     2034     2468.04517     8819.93262  -146332.79688   -65873.86719   -67637.13281   -66405.51563   -63578.94922     9763.45605    -2662.25000    -1792.79956
     2036     2476.06616     8848.59766  -146362.26563   -66096.25781   -67671.24219   -65747.19531   -64870.33594    10365.76563    -2502.55737    -2316.78784
     2038     2478.74854     8858.18359  -146371.59375   -65988.94531   -67774.97656   -64085.78125   -66106.07031    10945.58008    -2092.20117    -2565.71899
     2040     2479.09937     8859.43652  -146372.81250   -65776.29688   -68627.59375   -62090.01563   -66611.28906    10761.71777    -1669.28040    -2587.77173
     2042     2480.01221     8862.69922  -146375.85938   -65737.22656   -69676.13281   -60948.72266   -66586.82031    10227.37695    -1800.28479    -2284.91528
     2044     2485.51050     8882.34766  -146395.68750   -66001.34375   -69834.92969   -61479.89844   -66689.20313     9487.09961    -1373.39941    -2350.12939
     2046     2492.97095     8909.00879  -146423.25000   -66355.94531   -69404.57813   -62717.66016   -66945.59375     8350.41016     -467.09128    -2359.84497
     2048     2490.44043     8899.96582  -146413.89063   -66173.46875   -68491.31250   -63448.39063   -66580.70313     7856.72949      642.01294    -2008.33569
     2050     2482.32007     8870.94727  -146384.21875   -65631.93750   -67334.50781   -63376.90625   -66184.40625     8430.12793     1357.04211    -1385.32104
     2052     2476.91382     8851.62695  -146365.06250   -65172.35156   -66444.60156   -62628.41797   -66444.03906     9596.36426     1452.81030    -1205.68701
     2054     2473.42456     8839.15723  -146352.26563   -64819.31641   -66214.81250   -61712.26563   -66530.86719    10272.44141     1203.40784    -1651.10229
     2056     2474.35669     8842.48730  -146355.90625   -64647.83594   -66994.67969   -61099.10156   -65849.72656    10481.94043      464.24542    -2425.08228
     2058     2475.38965     8846.17969  -146359.75000   -64498.35938   -67849.78906   -60486.30469   -65158.98047    10230.17383     -624.54413    -3316.41602
     2060     2473.55835     8839.63477  -146353.06250   -64429.49219   -68160.26563   -60304.21094   -64824.00000     9664.59277    -1661.93872    -3449.74487
     2062     2472.19043     8834.74609  -146347.68750   -64559.87891   -68291.12500   -60688.47266   -64700.03516     9543.23535    -2634.15283    -3312.56421
     2064     2475.25098     8845.68457  -146359.56250   -64909.27734   -68125.80469   -61934.88672   -64667.14063     9637.75195    -3057.26147    -3239.99487
     2066     2472.45264     8835.68359  -146348.78125   -65002.75000   -67688.85938   -62788.08203   -64531.30859     9563.37207    -2463.88452    -3296.45532
     2068     2469.95532     8826.75879  -146339.95313   -65079.34766   -67537.23438   -62606.53516   -65094.27344     9359.42188    -1309.60425    -3029.14990
