#    Conf       T(K)      KE (eV)        PE (eV)         Pressure (bar)      Pxx(bar)     Pyy(bar)        Pzz(bar)        Pxy(bar)     Pxz(bar)        Pyz(bar)  
      890     2391.69043     8547.06738  -146060.26563   -79595.03906  -115518.10938   -62921.41406   -60345.58594    20854.64258    -2080.58276    -1149.40991
      892     2389.36108     8538.74316  -146051.50000   -76684.92969  -116124.40625   -63425.17578   -50505.19922    17809.73438    -2183.52197    -1189.39282
      894     2357.63354     8425.36035  -145939.46875   -72117.35938  -111547.39844   -58968.78516   -45835.89063    14658.74023    -3834.88184    -2840.71997
      896     2287.58057     8175.01563  -145688.39063   -67238.18750  -103320.78906   -51631.48047   -46762.28516    13369.33301    -4468.92578    -4098.35791
      898     2216.38086     7920.57227  -145428.64063   -64641.16016   -94071.52344   -45002.98828   -54848.96484    14969.83984    -6043.73779    -6406.57080
      900     2226.03833     7955.08496  -145465.95313   -67109.67188   -88182.62500   -49921.69531   -63224.69141    15242.86035    -9812.09570    -8883.05664
      902     2283.67725     8161.06641  -145675.40625   -72195.53125   -83890.70313   -66916.79688   -65779.08594    15698.52734   -18587.87305    -9297.37988
      904     2331.12183     8330.61621  -145845.01563   -76290.48438   -82987.54688   -77948.41406   -67935.50000    20766.23047   -32376.88672    -6939.40625
      906     2358.52368     8428.54102  -145941.81250   -78629.43750   -85448.13281   -79181.16406   -71259.00781    27212.28906   -44955.28906    -6728.23047
      908     2384.17261     8520.20215  -146032.25000   -80246.50000   -93279.73438   -77533.71094   -69926.05469    28234.41406   -48681.59766    -8032.61035
      910     2410.86255     8615.58203  -146130.54688   -80936.73438  -105191.66406   -72611.96875   -65006.55859    26575.82031   -42505.31250   -11087.30176
      912     2394.76978     8558.07227  -146070.85938   -78774.60938  -111985.21875   -63122.50781   -61216.10547    24953.71289   -34008.01953   -14088.53516
      914     2362.08228     8441.25879  -145951.00000   -75686.84375  -111715.07813   -50904.36719   -64441.09375    20751.45508   -26567.68164   -15618.95410
      916     2356.24683     8420.40527  -145933.45313   -73450.57031  -101799.74219   -44560.62109   -73991.35156    17380.68359   -21632.53125   -16432.29297
      918     2334.18042     8341.54688  -145859.53125   -69977.28125   -82510.60938   -47117.09375   -80304.13281    17520.52930   -19244.60352   -12084.57715
      920     2261.82446     8082.97168  -145592.26563   -64868.48828   -61375.50781   -53330.04297   -79899.92188    20184.17188   -17904.68164    -7631.64941
      922     2260.35132     8077.70752  -145586.32813   -65120.23828   -53586.20313   -62462.10547   -79312.40625    24073.51758   -20831.93750    -9477.45313
      924     2347.37598     8388.70313  -145904.60938   -70514.48438   -61753.41406   -69643.47656   -80146.55469    26041.82031   -25483.98438   -12085.09473
      926     2402.47974     8585.62500  -146104.34375   -74668.24219   -73437.78906   -73030.38281   -77536.54688    26498.59961   -25483.32422   -11417.59961
      928     2358.95239     8430.07324  -145945.06250   -74920.25000   -80369.86719   -72134.83594   -72256.03125    24663.08594   -20402.54883    -6924.10303
      930     2270.91724     8115.46631  -145625.59375   -73541.62500   -83551.56250   -69256.39844   -67816.91406    20759.48047   -15040.22754     -943.22308
      932     2218.09351     7926.69287  -145433.09375   -73219.00000   -85230.52344   -66462.87500   -67963.60938    17615.20313   -10863.07129     3558.53857
      934     2256.45361     8063.77881  -145573.15625   -76004.15625   -90687.13281   -64181.52344   -73143.79688    15777.20313    -5371.38721     5011.34375
      936     2341.11255     8366.31934  -145879.85938   -80259.26563   -97956.84375   -64149.52734   -78671.42969    15904.95215     -441.87582     2695.77344
      938     2396.98413     8565.98535  -146080.14063   -82675.54688  -101305.86719   -66837.41406   -79883.36719    15637.04102     1328.36877     -719.72766
      940     2402.64893     8586.22949  -146101.98438   -81707.52344  -100480.39063   -67641.79688   -77000.39063    13095.38281     -975.70837    -3415.53931
      942     2355.61646     8418.15137  -145929.71875   -77847.59375   -95065.64063   -63083.48438   -75393.66406    12289.23438    -5685.89697    -4587.26074
      944     2306.17334     8241.45996  -145755.81250   -74571.39844   -83433.48438   -60754.68750   -79526.02344    14047.23926   -11872.28516    -5858.87158
      946     2262.17969     8084.24121  -145592.29688   -72759.18750   -73602.91406   -58206.12891   -86468.52344    16487.91797   -14850.01074    -7707.39600
      948     2279.54028     8146.28271  -145658.46875   -74257.98438   -72592.85156   -56285.81250   -93895.28125    17623.61133    -9225.23926    -9235.10547
      950     2312.10645     8262.66211  -145774.23438   -76123.21875   -73790.23438   -57389.88281   -97189.53906    19960.94727     -209.42459    -7964.27490
      952     2342.72412     8372.07910  -145883.35938   -77554.35156   -73980.84375   -63148.12891   -95534.07813    20020.97656     4713.47314    -1925.31995
      954     2368.34229     8463.62891  -145976.07813   -78624.12500   -75603.88281   -70878.33594   -89390.14844    18294.28516     3250.93506     6038.92871
      956     2374.06372     8484.07520  -145996.50000   -78642.27344   -78014.45313   -79205.42188   -78706.94531    15488.42480    -1956.82361     9657.18262
      958     2364.40234     8449.54980  -145961.85938   -77856.60938   -80720.81250   -85745.35156   -67103.65625     9694.72559    -4208.43994     7731.45703
      960     2342.90527     8372.72656  -145885.18750   -76575.62500   -83050.21094   -83316.10156   -63360.55469     3105.20898     -341.44724     2705.27271
      962     2313.34473     8267.08789  -145775.87500   -75291.40625   -85539.40625   -72741.32031   -67593.49219    -2634.86890     4733.47705    -3925.82813
      964     2334.68335     8343.34375  -145851.82813   -76494.41406   -87256.87500   -68203.04688   -74023.31250    -4687.64307     6757.55811    -8980.17871
      966     2403.71436     8590.03711  -146106.31250   -79618.98438   -89414.06250   -69043.39844   -80399.50000    -2850.56787     6644.35400   -12339.68848
      968     2427.65747     8675.60156  -146190.85938   -80418.33594   -88477.71094   -66589.45313   -86187.85156     -153.39917     3047.58252   -13336.77832
      970     2412.95166     8623.04785  -146136.65625   -79234.75781   -86841.53906   -62730.99609   -88131.73438     2162.36328    -4288.73438   -10508.52441
      972     2379.36279     8503.01367  -146017.32813   -77080.61719   -86170.89063   -62504.57031   -82566.39063     8102.71240   -16069.79395    -7398.83447
      974     2327.76074     8318.60547  -145831.57813   -73846.37500   -86450.07031   -67194.01563   -67895.03125    12291.33301   -26713.29297    -7294.87256
      976     2291.02734     8187.33301  -145696.65625   -71262.07813   -85801.47656   -73125.29688   -54859.46094    13307.10254   -30621.90039   -11083.61035
      978     2304.82251     8236.63184  -145748.25000   -71331.19531   -83965.53125   -76307.77344   -53720.27344    10824.02734   -27739.99609   -17033.51367
      980     2338.32813     8356.37012  -145867.96875   -72682.32813   -81734.09375   -75976.53906   -60336.35156     8504.39453   -22308.94922   -20459.95898
      982     2372.49438     8478.46777  -145991.98438   -73875.90625   -81073.92188   -71414.22656   -69139.55469     8867.94727   -18838.25977   -18817.84180
      984     2388.75098     8536.56348  -146049.10938   -73915.39844   -82212.51563   -64005.17188   -75528.51563    11506.28125   -16599.87695   -13874.19336
      986     2389.53589     8539.36816  -146053.20313   -73302.10156   -84885.33594   -58836.95313   -76184.00781    16519.17188   -16467.79102    -8109.85303
      988     2367.64429     8461.13574  -145973.65625   -71940.23438   -86189.85938   -56774.93750   -72855.90625    21675.06250   -16943.75781    -2162.41382
      990     2349.64917     8396.82715  -145908.76563   -70870.30469   -85314.55469   -57717.32031   -69579.03906    24112.32813   -16736.29883     2470.52637
      992     2351.73364     8404.27637  -145917.06250   -70997.33594   -84128.65625   -60854.53516   -68008.82031    22215.13867   -14001.16113     2889.59351
      994     2366.37109     8456.58496  -145969.81250   -71815.56250   -84923.07813   -62674.80859   -67848.79688    17540.98047   -11120.35742     -147.10199
      996     2376.60352     8493.15234  -146007.57813   -72337.65625   -88063.25000   -62526.10547   -66423.61719    13355.41016    -9944.59766    -3505.77612
      998     2368.95386     8465.81445  -145977.73438   -72299.57813   -92017.13281   -62798.44531   -62083.15625    11953.09863   -10305.27344    -4008.34448
     1000     2366.51221     8457.08984  -145970.53125   -72870.25000   -95717.02344   -65011.75000   -57881.98828    11882.87793   -11604.46680     -304.30099
     1002     2359.45093     8431.85449  -145943.37500   -73125.74219   -95805.17969   -65990.23438   -57581.82031    13604.52930   -13528.78809     2621.13257
     1004     2368.89209     8465.59473  -145976.00000   -73001.27344   -91850.89063   -64859.48438   -62293.44141    17774.55664   -14173.98340     3290.24121
     1006     2409.16797     8609.52637  -146124.60938   -73057.03125   -86194.62500   -65825.75000   -67150.71875    22262.76367   -13611.48926     4115.86963
     1008     2429.08740     8680.71094  -146196.18750   -71979.28125   -80325.70313   -65775.02344   -69837.10938    22182.99805   -13331.05176     3154.49951
     1010     2428.99023     8680.36426  -146192.01563   -70761.82813   -76481.50000   -65034.35156   -70769.63281    16945.66602   -15875.60352     -181.41309
     1012     2448.00781     8748.32617  -146264.20313   -71665.42969   -78633.46875   -67209.50000   -69153.32031    11603.09961   -18130.11719     -765.15002
     1014     2439.22656     8716.94531  -146232.17188   -71838.94531   -81429.69531   -68394.97656   -65692.16406    13920.64453   -15631.96387    -2043.16956
     1016     2399.33228     8574.37695  -146087.39063   -69856.42188   -81051.88281   -68428.67969   -60088.70703    18688.55664   -12541.28516    -5432.45361
     1018     2365.73730     8454.32031  -145965.14063   -67352.79688   -78882.62500   -68881.81250   -54293.96484    20403.21289   -11454.48438    -8904.39258
     1020     2368.05957     8462.61914  -145975.40625   -66143.84375   -76831.54688   -70415.89844   -51184.08984    19049.59961    -9234.53516   -10841.23047
     1022     2381.54688     8510.81836  -146024.48438   -65544.79688   -73542.61719   -72915.86719   -50175.90625    17931.30078    -5411.37207   -11318.52832
     1024     2389.59741     8539.58789  -146053.12500   -65345.96094   -70916.20313   -74183.32031   -50938.35547    16384.59961    -1382.59998    -9436.23828
     1026     2390.81250     8543.93066  -146058.21875   -65848.94531   -69902.54688   -72094.10938   -55550.17969    13213.93652     1295.17651    -6574.75342
     1028     2377.53101     8496.46680  -146009.76563   -66445.07813   -69268.25000   -69255.57031   -60811.40234    10038.13086     1925.83582    -3879.35571
     1030     2362.04834     8441.13672  -145953.40625   -67122.23438   -70125.48438   -67515.37500   -63725.84766     6659.61670     1852.17517    -2581.76855
     1032     2355.87744     8419.08398  -145931.60938   -68384.11719   -73441.30469   -67304.91406   -64406.14063     3462.28760     2486.74268     -814.72974
     1034     2353.92505     8412.10742  -145925.07813   -69678.49219   -78564.71875   -65247.42969   -65223.32422     1329.32129     4833.64844      -78.08655
     1036     2350.29834     8399.14746  -145912.10938   -70426.58594   -84693.14844   -62070.48828   -64516.12500     1802.06421     5723.22559    -1753.00146
     1038     2343.83984     8376.06641  -145889.34375   -70860.75781   -89460.04688   -60005.87500   -63116.36328     4681.73242     1886.01672    -4829.23584
     1040     2335.04565     8344.63867  -145856.75000   -71506.21094   -92479.73438   -58945.44922   -63093.44531     6906.76709    -4277.76270    -5793.38232
     1042     2333.87085     8340.44043  -145852.92188   -72966.10156   -93034.12500   -59022.88672   -66841.29688     7591.16162    -8245.00879    -4745.82666
     1044     2332.58154     8335.83301  -145848.42188   -74660.31250   -91094.67969   -58789.66797   -74096.58594     9136.41797    -9755.85254    -5984.85889
     1046     2332.39893     8335.17969  -145846.64063   -76117.40625   -88936.18750   -57638.80469   -81777.21875    13962.63672   -10356.13281    -8170.38379
     1048     2348.35156     8392.18945  -145905.12500   -77598.83594   -88813.38281   -59977.50781   -84005.62500    20462.71680   -12005.17969    -6821.26318
     1050     2368.38599     8463.78613  -145976.07813   -78705.87500   -91590.28906   -63769.25000   -80758.09375    24120.56836   -15090.02637    -5206.79150
     1052     2392.88843     8551.34961  -146063.78125   -80056.39063   -97693.13281   -66542.11719   -75933.91406    24334.48828   -16028.88379    -5146.73193
     1054     2411.38110     8617.43555  -146131.50000   -81029.77344  -103502.10156   -67862.58594   -71724.64063    22143.76172   -14450.51855    -5504.40625
     1056     2397.54492     8567.99023  -146080.50000   -80134.35938  -104074.26563   -68204.53125   -68124.28125    19816.90625   -13247.27539    -5069.33984
     1058     2368.92358     8465.70703  -145976.87500   -78204.21875  -100486.01563   -67712.82031   -66413.81250    17201.79297   -12156.76953    -4240.34570
     1060     2348.67383     8393.34082  -145904.17188   -76448.78906   -96163.06250   -66027.45313   -67155.85938    13375.91602    -9562.58496    -3659.66113
     1062     2344.27441     8377.61914  -145888.78125   -75339.28125   -91845.56250   -64310.75781   -69861.52344     9181.04980    -5908.52002    -4772.52637
     1064     2351.93213     8404.98535  -145917.04688   -74822.44531   -88637.43750   -63057.71484   -72772.18750     7093.29883    -2620.55176    -7503.34180
     1066     2362.16162     8441.54199  -145953.56250   -74611.04688   -86769.79688   -63731.25391   -73332.10156     8314.76367    -1740.47937   -10083.82617
     1068     2376.92432     8494.29883  -146007.25000   -75084.42969   -87130.17969   -66922.93750   -71200.17969     8954.96484    -3244.99780   -11748.78809
     1070     2385.17749     8523.79199  -146037.42188   -76023.28125   -90184.37500   -68832.18750   -69053.27344     7411.06543    -4283.25098   -12661.10254
     1072     2373.25195     8481.17480  -145993.82813   -76498.01563   -93553.85156   -67743.28906   -68196.89063     6383.57959    -5227.13525   -12829.95996
     1074     2353.94482     8412.17871  -145923.71875   -76623.85938   -94967.36719   -64627.56641   -70276.65625     5522.96777    -4943.30127   -11972.38184
     1076     2344.83472     8379.62207  -145890.40625   -76763.82031   -94441.11719   -60623.37891   -75226.96875     5598.04395    -3156.66260   -10428.59082
     1078     2353.29150     8409.84375  -145920.82813   -77138.33594   -92331.69531   -58839.83984   -80243.47656     8203.93555    -2137.92236    -8758.73047
     1080     2372.39136     8478.09961  -145990.25000   -77690.17188   -89289.25781   -60719.51953   -83061.74219    13629.25000    -2164.72095    -6417.04297
     1082     2384.52954     8521.47656  -146033.29688   -77787.58594   -85941.26563   -64331.83203   -83089.64844    19549.66602    -2663.34277    -4032.49219
     1084     2391.86523     8547.69238  -146059.40625   -77455.70313   -83875.66406   -67636.86719   -80854.58594    23222.99805    -4163.54248    -2719.36255
     1086     2396.87329     8565.58887  -146078.67188   -76902.94531   -84089.92969   -69089.32031   -77529.59375    23675.42188    -6045.44922    -2468.46606
     1088     2385.03394     8523.27930  -146036.39063   -75847.37500   -85181.25781   -67071.92188   -75288.94531    21638.15234    -6261.57959    -3090.87915
     1090     2356.47437     8421.21777  -145932.89063   -74384.51563   -86162.30469   -63787.96484   -73203.27344    18251.29297    -6356.08887    -4210.78516
     1092     2330.31030     8327.71582  -145838.87500   -73272.67969   -88261.72656   -62219.95313   -69336.37500    14014.15039    -7600.44336    -5858.94238
     1094     2311.60840     8260.88281  -145772.14063   -72751.42969   -91761.05469   -61496.60156   -64996.64453    10110.10645    -8407.22070    -7792.56543
     1096     2299.78833     8218.64160  -145728.70313   -72612.54688   -95929.06250   -59904.88672   -62003.69531     8233.88086    -8182.93555    -9793.13672
     1098     2305.77905     8240.04980  -145751.51563   -73035.27344   -99864.07813   -58950.88281   -60290.85156     9972.73633    -7542.91650   -11513.14844
     1100     2318.21240     8284.48340  -145796.29688   -73672.53125  -102059.21094   -59602.67578   -59355.69922    14398.11035    -7488.97949   -12578.35156
     1102     2332.35083     8335.00879  -145848.09375   -74492.42188  -102533.69531   -61071.22656   -59872.35156    17453.58594    -7480.42139   -12668.40625
     1104     2333.71387     8339.87988  -145851.75000   -74796.32031  -100194.48438   -61892.04688   -62302.42578    18769.32227    -8170.47266   -12196.38477
     1106     2328.56250     8321.47070  -145832.76563   -74791.15625   -95421.53906   -61183.15625   -67768.77344    18497.30469    -6987.46631   -10744.91602
     1108     2324.61816     8307.37402  -145818.75000   -74663.64063   -90791.33594   -58416.55078   -74783.04688    17373.68750    -3005.15552   -10085.12988
     1110     2322.60278     8300.17285  -145810.57813   -74218.41406   -88150.54688   -55148.45703   -79356.22656    15333.48926     1412.23413    -9478.82422
     1112     2338.26025     8356.12695  -145866.46875   -73957.65625   -87600.17969   -54675.17969   -79597.60156    12921.11523     4225.57227    -8071.64795
     1114     2377.11157     8494.96777  -146006.71875   -74259.64844   -88111.65625   -58206.85547   -76460.42969    12058.51465     5167.84570    -6864.04248
     1116     2420.68335     8650.67773  -146164.15625   -74794.27344   -88947.07031   -63228.53516   -72207.20313    12741.11523     4538.26172    -6531.06006
     1118     2440.81860     8722.63477  -146237.57813   -74640.60938   -88715.81250   -67424.26563   -67781.73438    13040.50879     2982.94897    -7495.82910
     1120     2420.45825     8649.87402  -146163.43750   -73131.07031   -87323.67969   -68384.54688   -63685.00000    12740.75098     1314.77771    -8966.96094
     1122     2381.40942     8510.32617  -146022.46875   -71295.95313   -86065.08594   -66977.22656   -60845.55078    12431.09961      564.78522    -9718.74805
     1124     2352.73462     8407.85352  -145918.54688   -70376.28125   -86315.10938   -65343.35547   -59470.37500    12804.03027     1400.33301    -8237.38379
     1126     2354.95728     8415.79688  -145926.95313   -71046.41406   -88180.08594   -64530.01563   -60429.14453    14582.37012     2640.86304    -4802.82471
     1128     2380.46362     8506.94727  -146019.90625   -72702.15625   -90391.84375   -63498.87500   -64215.74609    17932.48047     2858.74780    -1513.96631
     1130     2399.80933     8576.08203  -146089.73438   -74011.64063   -91313.83594   -62192.26563   -68528.82031    21458.57422      831.93616     -155.41663
     1132     2397.83252     8569.01758  -146082.01563   -74368.81250   -89973.07813   -61577.62500   -71555.72656    23524.69336    -2647.62793     -877.41675
     1134     2381.83569     8511.85059  -146024.03125   -73979.85938   -85812.90625   -62512.33984   -73614.33594    23480.69141    -5428.22119    -2875.03320
     1136     2367.08496     8459.13574  -145970.35938   -73515.90625   -80305.79688   -65167.80859   -75074.10156    22120.01367    -6567.50879    -5422.84131
     1138     2367.21826     8459.61328  -145970.98438   -73664.18750   -75861.72656   -68879.59375   -76251.25781    19954.33984    -6124.72754    -8057.74316
     1140     2379.19531     8502.41504  -146014.93750   -74377.09375   -73406.28125   -72392.20313   -77332.78906    17610.77344    -4730.81250   -10424.80566
     1142     2386.37256     8528.06348  -146040.62500   -74809.00000   -72593.25781   -73834.59375   -77999.14063    15948.06543    -3039.21753   -11719.40332
     1144     2383.67090     8518.40820  -146030.71875   -74610.32813   -72543.96094   -72206.50000   -79080.52344    15231.08008    -1040.88574   -11471.56543
     1146     2377.21069     8495.32129  -146007.56250   -74133.36719   -73803.82813   -69534.28125   -79061.99219    14669.00293     1666.64172   -10113.56250
     1148     2368.28784     8463.43555  -145975.62500   -73556.22656   -75668.58594   -67349.36719   -77650.72656    13706.14844     3781.48438    -8628.68066
     1150     2357.98047     8426.59961  -145938.14063   -72967.74219   -76700.07813   -65694.27344   -76508.86719    12289.37695     3957.44189    -7270.25049
     1152     2353.82129     8411.73730  -145923.31250   -72628.96875   -77421.46094   -63882.86328   -76582.57813    11745.75684     3009.40283    -5704.27734
     1154     2354.35791     8413.65430  -145925.48438   -72502.94531   -78709.57813   -61924.34375   -76874.91406    12292.91406     1570.07373    -4296.26074
     1156     2353.52808     8410.68848  -145922.75000   -72462.42188   -80564.20313   -59778.30469   -77044.77344    12946.25684      125.45657    -3234.12769
     1158     2348.69312     8393.41016  -145904.79688   -72356.67969   -82619.63281   -58020.52344   -76429.89844    13014.38184    -1298.12537    -2592.55396
     1160     2347.71045     8389.89844  -145901.40625   -72371.01563   -83869.18750   -57933.03516   -75310.82031    12335.06836    -2781.89404    -1998.91260
     1162     2349.96729     8397.96387  -145909.40625   -72266.59375   -83368.77344   -59821.26563   -73609.73438    11798.28418    -4346.31982    -1895.38660
     1164     2355.55322     8417.92578  -145929.42188   -71951.84375   -82533.29688   -62035.74609   -71286.49219    11843.52734    -5610.15918    -1970.60779
     1166     2363.19336     8445.22949  -145957.45313   -71534.80469   -81720.28906   -63403.88281   -69480.24219    12551.61914    -6416.33496    -1643.03601
     1168     2365.42432     8453.20117  -145965.04688   -70990.73438   -81111.51563   -63693.59766   -68167.09375    13240.79297    -6173.67285    -1178.49841
     1170     2367.36377     8460.13281  -145971.98438   -70591.38281   -80617.03906   -63941.16797   -67215.95313    13168.35449    -5043.42676    -1679.55969
     1172     2370.59741     8471.68848  -145983.79688   -70387.96094   -79640.67969   -65039.55078   -66483.64063    12374.95410    -4466.26855    -2713.76270
     1174     2370.33325     8470.74414  -145983.14063   -70195.40625   -78121.02344   -65543.60938   -66921.58594    11455.13672    -4373.47461    -3420.37427
     1176     2363.23853     8445.39063  -145957.23438   -69957.35938   -76108.63281   -65289.12500   -68474.31250    10863.72070    -4682.48584    -3667.47900
     1178     2357.55957     8425.09570  -145936.71875   -69992.54688   -75121.12500   -64693.39453   -70163.11719    10627.47461    -4589.70410    -4074.37329
     1180     2357.24463     8423.97070  -145935.67188   -70380.42188   -76049.46875   -64398.39844   -70693.39063    10535.48340    -4045.70044    -4930.06299
     1182     2360.52734     8435.70215  -145947.04688   -70965.08594   -78573.52344   -64726.16016   -69595.57813    10759.39160    -3750.90674    -5621.71484
     1184     2368.26001     8463.33594  -145975.68750   -71657.25781   -81273.03125   -65701.37500   -67997.37500    10807.57031    -3436.61401    -5430.81543
     1186     2369.66846     8468.36914  -145980.35938   -71981.59375   -82450.09375   -66481.00781   -67013.68750    10558.75098    -3308.98169    -4847.55811
     1188     2367.43921     8460.40234  -145972.21875   -72044.64844   -82340.84375   -66965.74219   -66827.36719    10351.64551    -3492.51196    -4472.82178
     1190     2363.49072     8446.29102  -145958.65625   -71959.16406   -82212.46875   -66708.91406   -66956.10156    10852.39160    -3901.91968    -4822.95996
     1192     2353.54102     8410.73535  -145922.42188   -71605.39844   -82127.99219   -65571.25000   -67116.96094    11822.09863    -4888.88135    -6040.41016
     1194     2346.61597     8385.98730  -145897.43750   -71391.01563   -82759.77344   -64361.49219   -67051.78906    11758.26074    -6346.70264    -7212.78955
     1196     2348.31958     8392.07520  -145903.64063   -71560.16406   -83457.25781   -63879.85156   -67343.38281    11253.07031    -7544.23730    -7908.77100
     1198     2357.29858     8424.16309  -145935.56250   -72026.15625   -83640.50000   -64577.09375   -67860.88281    11199.08984    -7870.54346    -8340.07715
     1200     2372.48999     8478.45215  -145990.82813   -72642.91406   -84326.77344   -65169.43359   -68432.53906    11380.41699    -7455.26807    -8097.44971
     1202     2382.05884     8512.64746  -146025.43750   -72826.28906   -84868.11719   -64901.02734   -68709.72656    12030.53906    -6175.08252    -7184.59766
     1204     2380.64795     8507.60547  -146019.87500   -72355.53906   -84447.63281   -63892.91016   -68726.07031    13116.35547    -4566.92041    -5958.48682
     1206     2376.58105     8493.07227  -146005.56250   -71765.13281   -83577.06250   -62582.44922   -69135.89063    14083.11426    -2650.63232    -5094.51855
     1208     2370.85840     8472.62207  -145984.68750   -71217.64063   -82577.50781   -61724.54688   -69350.86719    14571.37793     -754.34314    -5315.10986
     1210     2370.20972     8470.30273  -145982.17188   -70920.44531   -81910.40625   -61827.25391   -69023.68750    14708.14453      225.68558    -6120.64502
     1212     2378.23096     8498.96875  -146011.32813   -70960.21875   -81690.44531   -62487.66797   -68702.53906    14453.75098      429.67932    -7057.33154
     1214     2387.95288     8533.71094  -146046.26563   -71062.07031   -81556.97656   -62650.28906   -68978.93750    14087.09473      222.39372    -8017.17188
     1216     2393.94629     8555.12891  -146067.82813   -71106.30469   -81146.24219   -62829.25391   -69343.40625    13325.24512      135.19057    -8831.76953
     1218     2392.90112     8551.39453  -146064.15625   -70939.00781   -81068.94531   -62915.02344   -68833.06250    12845.09570      273.60266    -9196.65820
     1220     2387.34692     8531.54590  -146043.35938   -70686.46875   -80969.20313   -63518.03906   -67572.15625    12701.26465      310.25259    -9114.02539
     1222     2390.36768     8542.33984  -146054.48438   -70863.90625   -81547.39063   -64270.57813   -66773.75000    12377.74121      275.67725    -8812.11328
     1224     2398.85229     8572.66211  -146085.64063   -71298.44531   -82482.78125   -64450.28906   -66962.26563    12256.26367       90.38057    -8538.41211
     1226     2401.85132     8583.37891  -146096.15625   -71585.92969   -83030.89844   -64713.47656   -67013.41406    12688.94727     -131.04526    -8916.77441
     1228     2401.34082     8581.55469  -146093.84375   -71828.10938   -83491.21094   -65532.12891   -66460.99219    13124.21289     -267.29645    -9345.62402
     1230     2403.50073     8589.27344  -146101.59375   -72209.60938   -84012.71094   -66744.92188   -65871.20313    13206.03906     -421.46118    -9175.37891
     1232     2406.03784     8598.34082  -146111.23438   -72527.80469   -84262.78125   -67572.68750   -65747.94531    13184.28223     -644.47174    -8430.75586
     1234     2401.61670     8582.54102  -146095.03125   -72463.11719   -83994.61719   -67227.40625   -66167.32813    13014.76758     -856.05426    -7454.37793
     1236     2393.99243     8555.29492  -146067.53125   -72185.59375   -82962.41406   -66619.97656   -66974.38281    12622.60352     -765.93964    -6621.16602
     1238     2386.62231     8528.95605  -146040.95313   -71867.37500   -81567.56250   -66214.04688   -67820.51563    12014.92188     -494.88773    -5936.47705
     1240     2382.13208     8512.90918  -146024.96875   -71692.23438   -80966.08594   -65754.93750   -68355.67188    11481.72168     -612.40582    -5559.93604
     1242     2379.95679     8505.13574  -146017.07813   -71656.58594   -81345.26563   -64674.93750   -68949.55469    10812.66699    -1016.59290    -5831.49121
     1244     2380.32935     8506.46680  -146018.53125   -71787.16406   -81643.96094   -63904.87109   -69812.64844    10069.19141     -863.67181    -7024.83008
     1246     2382.10034     8512.79590  -146024.82813   -72012.66406   -81584.40625   -64035.26172   -70418.31250     9513.41797      136.63528    -8107.06104
     1248     2385.56812     8525.18848  -146037.21875   -72305.42969   -81672.35938   -64272.25781   -70971.66406     9569.61035      997.79199    -8734.05176
     1250     2388.76294     8536.60645  -146049.09375   -72497.67969   -81394.76563   -64397.56641   -71700.71094     9967.03516     1213.06360    -9097.89844
     1252     2387.78857     8533.12402  -146045.35938   -72445.89063   -80603.76563   -64670.48047   -72063.42969    10568.38184     1449.82104    -9287.41895
     1254     2385.64380     8525.45996  -146037.50000   -72318.96094   -79988.84375   -64601.82813   -72366.21094    11445.34961     1559.43884    -8862.21875
     1256     2385.40576     8524.60840  -146036.84375   -72226.12500   -80230.89063   -64167.59766   -72279.87500    12119.83984     1020.95337    -8141.91748
     1258     2386.20068     8527.44922  -146039.51563   -72114.32031   -80479.29688   -64093.08984   -71770.57813    12420.04688      339.56107    -7337.27539
     1260     2389.04297     8537.60645  -146049.95313   -72059.91406   -80656.67969   -64601.41016   -70921.64063    12109.77734      -14.92322    -5933.30762
     1262     2390.32373     8542.18359  -146054.53125   -71957.73438   -80937.57813   -65035.33594   -69900.29688    11507.37109     -305.04172    -4419.46387
     1264     2389.55469     8539.43555  -146051.71875   -71740.84375   -81331.42188   -64729.31250   -69161.79688    11087.88281    -1242.49890    -3864.43970
     1266     2387.72095     8532.88281  -146045.10938   -71320.04688   -81734.16406   -63456.85156   -68769.13281    11055.84375    -2795.85596    -4019.57031
     1268     2384.79199     8522.41504  -146034.53125   -70675.13281   -81624.78906   -61779.81641   -68620.78906    11815.32715    -3864.71484    -4825.23242
     1270     2381.93823     8512.21680  -146024.51563   -69940.01563   -80231.71094   -60614.59766   -68973.74219    12488.85645    -4258.66602    -5776.03564
     1272     2376.04639     8491.16113  -146003.45313   -69119.28125   -77553.68750   -60188.97656   -69615.17188    12272.51855    -4349.59912    -6408.90137
     1274     2369.10986     8466.37305  -145977.89063   -68381.47656   -75292.52344   -60088.43359   -69763.47656    11431.90430    -4307.47021    -6977.44385
     1276     2371.24878     8474.01660  -145985.60938   -68232.30469   -74072.53906   -60502.50000   -70121.85938    10840.56445    -3815.46924    -7318.93604
     1278     2379.56104     8503.72168  -146016.37500   -68516.21094   -74110.67188   -61105.36719   -70332.60938    10563.67871    -3229.17432    -7295.35156
     1280     2381.55225     8510.83789  -146023.01563   -68583.25000   -74596.86719   -61509.71875   -69643.17188    10737.99219    -3260.17798    -7195.58496
     1282     2383.64551     8518.31738  -146029.98438   -68652.14844   -74716.18750   -62101.02734   -69139.23438    11143.22852    -3523.89746    -6582.69824
     1284     2394.84082     8558.32617  -146070.68750   -69099.18750   -75029.91406   -63250.74609   -69016.89063    11160.01855    -2751.55518    -5761.45508
