# mol        x          y           z          Q_l( 4)     Q_l( 6)     Q_l( 8)     Q_l(10)     Q_l(12)
 13585   253.94620   313.69824   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13586   261.41519   321.16727   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13587   268.88422   313.69824   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13588   276.35321   321.16727   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13589   283.82224   313.69824   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13590   291.29123   321.16727   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13591   298.76022   313.69824   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13592   306.22925   321.16727   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13593   313.69824   313.69824   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13594   321.16727   321.16727   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13595   328.63626   313.69824   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13596   336.10526   321.16727   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13597   343.57428   313.69824   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13598   351.04327   321.16727   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13599   358.51227   313.69824   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13600   365.98129   321.16727   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13601     0.00000   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13602     7.46901   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13603    14.93801   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13604    22.40702   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13605    29.87602   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13606    37.34503   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13607    44.81403   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13608    52.28304   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13609    59.75205   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13610    67.22105   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13611    74.69006   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13612    82.15907   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13613    89.62807   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13614    97.09708   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13615   104.56609   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13616   112.03509   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13617   119.50410   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13618   126.97310   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13619   134.44211   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13620   141.91112   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13621   149.38011   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13622   156.84912   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13623   164.31813   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13624   171.78714   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13625   179.25613   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13626   186.72514   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13627   194.19415   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13628   201.66316   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13629   209.13217   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13630   216.60117   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13631   224.07018   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13632   231.53918   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13633   239.00819   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13634   246.47719   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13635   253.94620   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13636   261.41519   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13637   268.88422   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13638   276.35321   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13639   283.82224   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13640   291.29123   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13641   298.76022   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13642   306.22925   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13643   313.69824   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13644   321.16727   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13645   328.63626   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13646   336.10526   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13647   343.57428   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13648   351.04327   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13649   358.51227   328.63626   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13650   365.98129   336.10526   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13651     0.00000   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13652     7.46901   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13653    14.93801   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13654    22.40702   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13655    29.87602   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13656    37.34503   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13657    44.81403   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13658    52.28304   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13659    59.75205   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13660    67.22105   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13661    74.69006   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13662    82.15907   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13663    89.62807   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13664    97.09708   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13665   104.56609   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13666   112.03509   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13667   119.50410   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13668   126.97310   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13669   134.44211   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13670   141.91112   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13671   149.38011   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13672   156.84912   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13673   164.31813   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13674   171.78714   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13675   179.25613   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13676   186.72514   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13677   194.19415   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13678   201.66316   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13679   209.13217   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13680   216.60117   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13681   224.07018   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13682   231.53918   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13683   239.00819   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13684   246.47719   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13685   253.94620   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13686   261.41519   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13687   268.88422   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13688   276.35321   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13689   283.82224   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13690   291.29123   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13691   298.76022   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13692   306.22925   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13693   313.69824   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13694   321.16727   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13695   328.63626   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13696   336.10526   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13697   343.57428   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13698   351.04327   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13699   358.51227   343.57428   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13700   365.98129   351.04327   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13701     0.00000   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13702     7.46901   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13703    14.93801   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13704    22.40702   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13705    29.87602   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13706    37.34503   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13707    44.81403   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13708    52.28304   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13709    59.75205   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13710    67.22105   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13711    74.69006   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13712    82.15907   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13713    89.62807   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13714    97.09708   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13715   104.56609   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13716   112.03509   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13717   119.50410   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13718   126.97310   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13719   134.44211   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13720   141.91112   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13721   149.38011   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13722   156.84912   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13723   164.31813   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13724   171.78714   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13725   179.25613   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13726   186.72514   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13727   194.19415   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13728   201.66316   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13729   209.13217   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13730   216.60117   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13731   224.07018   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13732   231.53918   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13733   239.00819   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13734   246.47719   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13735   253.94620   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13736   261.41519   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13737   268.88422   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13738   276.35321   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13739   283.82224   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13740   291.29123   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13741   298.76022   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13742   306.22925   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13743   313.69824   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13744   321.16727   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13745   328.63626   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13746   336.10526   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13747   343.57428   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13748   351.04327   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13749   358.51227   358.51227   149.38011     0.03637     0.51069     0.42932     0.19519     0.40480
 13750   365.98129   365.98129   156.84912     0.03637     0.51069     0.42932     0.19519     0.40480
 13751     0.00000     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13752     7.46901     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13753    14.93801     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13754    22.40702     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13755    29.87602     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13756    37.34503     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13757    44.81403     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13758    52.28304     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13759    59.75205     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13760    67.22105     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13761    74.69006     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13762    82.15907     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13763    89.62807     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13764    97.09708     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13765   104.56609     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13766   112.03509     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13767   119.50410     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13768   126.97310     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13769   134.44211     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13770   141.91112     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13771   149.38011     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13772   156.84912     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13773   164.31813     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13774   171.78714     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13775   179.25613     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13776   186.72514     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13777   194.19415     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13778   201.66316     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13779   209.13217     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13780   216.60117     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13781   224.07018     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13782   231.53918     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13783   239.00819     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13784   246.47719     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13785   253.94620     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13786   261.41519     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13787   268.88422     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13788   276.35321     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13789   283.82224     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13790   291.29123     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13791   298.76022     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13792   306.22925     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13793   313.69824     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13794   321.16727     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13795   328.63626     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13796   336.10526     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13797   343.57428     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13798   351.04327     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13799   358.51227     0.00000   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13800   365.98129     7.46901   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13801     0.00000    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13802     7.46901    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13803    14.93801    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13804    22.40702    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13805    29.87602    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13806    37.34503    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13807    44.81403    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13808    52.28304    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13809    59.75205    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13810    67.22105    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13811    74.69006    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13812    82.15907    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13813    89.62807    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13814    97.09708    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13815   104.56609    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13816   112.03509    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13817   119.50410    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13818   126.97310    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13819   134.44211    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13820   141.91112    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13821   149.38011    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13822   156.84912    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13823   164.31813    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13824   171.78714    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13825   179.25613    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13826   186.72514    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13827   194.19415    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13828   201.66316    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13829   209.13217    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13830   216.60117    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13831   224.07018    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13832   231.53918    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13833   239.00819    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13834   246.47719    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13835   253.94620    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13836   261.41519    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13837   268.88422    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13838   276.35321    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13839   283.82224    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13840   291.29123    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13841   298.76022    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13842   306.22925    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13843   313.69824    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13844   321.16727    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13845   328.63626    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13846   336.10526    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13847   343.57428    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13848   351.04327    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13849   358.51227    14.93801   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13850   365.98129    22.40702   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13851     0.00000    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13852     7.46901    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13853    14.93801    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13854    22.40702    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13855    29.87602    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13856    37.34503    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13857    44.81403    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13858    52.28304    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13859    59.75205    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13860    67.22105    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13861    74.69006    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13862    82.15907    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13863    89.62807    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13864    97.09708    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13865   104.56609    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13866   112.03509    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13867   119.50410    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13868   126.97310    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13869   134.44211    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13870   141.91112    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13871   149.38011    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13872   156.84912    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13873   164.31813    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13874   171.78714    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13875   179.25613    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13876   186.72514    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13877   194.19415    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13878   201.66316    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13879   209.13217    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13880   216.60117    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13881   224.07018    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13882   231.53918    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13883   239.00819    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13884   246.47719    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13885   253.94620    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13886   261.41519    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13887   268.88422    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13888   276.35321    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13889   283.82224    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13890   291.29123    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13891   298.76022    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13892   306.22925    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13893   313.69824    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13894   321.16727    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13895   328.63626    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13896   336.10526    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13897   343.57428    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13898   351.04327    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
 13899   358.51227    29.87602   164.31813     0.03637     0.51069     0.42932     0.19519     0.40480
 13900   365.98129    37.34503   171.78714     0.03637     0.51069     0.42932     0.19519     0.40480
