#       r                 g_41(r)         g_42(r)         g_43(r)         g_44(r)         g_45(r)         g_46(r)         g_47(r)
        10.50000         0.98929         0.95369         1.07302         0.94250         0.98218         0.98443         0.98264
        10.75000         0.98671         0.94527         1.06383         0.92891         0.98765         0.98607         0.98746
        11.00000         0.98688         0.94892         1.04163         0.92864         0.99375         0.98835         0.99299
        11.25000         0.99141         0.95652         1.01899         0.94259         0.99769         0.99181         0.99645
        11.50000         0.99690         0.95997         1.00203         0.94942         0.99990         0.99492         0.99929
        11.75000         1.00352         0.96833         0.99118         0.96194         1.00068         0.99843         1.00023
        12.00000         1.00715         0.97287         0.98185         0.96486         1.00044         1.00031         0.99956
        12.25000         1.01254         0.97555         0.97440         0.97591         1.00057         1.00141         1.00064
        12.50000         1.01204         0.97512         0.96900         0.97827         0.99970         1.00013         1.00010
        12.75000         1.01121         0.97380         0.97066         0.97935         0.99853         0.99930         0.99858
        13.00000         1.00759         0.97307         0.97134         0.97496         0.99689         0.99782         0.99809
        13.25000         1.00509         0.97188         0.97380         0.97241         0.99561         0.99613         0.99554
        13.50000         0.99925         0.97055         0.97873         0.97071         0.99367         0.99407         0.99416
        13.75000         0.99478         0.97112         0.98469         0.96785         0.99077         0.99193         0.99112
        14.00000         0.98750         0.97378         0.98499         0.96865         0.98914         0.99024         0.98913
        14.25000         0.98236         0.98121         0.98639         0.96796         0.98697         0.98824         0.98690
        14.50000         0.97567         0.98513         0.98919         0.97182         0.98519         0.98612         0.98587
        14.75000         0.97158         0.98729         0.98818         0.97109         0.98560         0.98493         0.98495
        15.00000         0.97100         0.99094         0.98773         0.97465         0.98498         0.98461         0.98495
        15.25000         0.97049         0.99622         0.98683         0.97211         0.98404         0.98415         0.98403
        15.50000         0.96776         0.99518         0.98804         0.97179         0.98397         0.98377         0.98391
        15.75000         0.97270         0.99438         0.98449         0.97646         0.98325         0.98297         0.98350
        16.00000         0.97307         0.99643         0.98375         0.97375         0.98361         0.98231         0.98318
        16.25000         0.97296         0.99472         0.98488         0.97253         0.98214         0.98124         0.98217
        16.50000         0.97457         0.99226         0.98495         0.97381         0.98131         0.98104         0.98094
        16.75000         0.97511         0.99164         0.98314         0.97473         0.98069         0.97982         0.98074
        17.00000         0.97569         0.98884         0.98366         0.97110         0.98019         0.97935         0.97967
        17.25000         0.97598         0.98368         0.98102         0.96921         0.97915         0.97863         0.97922
        17.50000         0.97447         0.98357         0.98102         0.96964         0.97850         0.97812         0.97830
        17.75000         0.97639         0.98240         0.97921         0.96795         0.97763         0.97754         0.97766
        18.00000         0.97571         0.97763         0.97973         0.96587         0.97696         0.97681         0.97690
        18.25000         0.97658         0.97561         0.97759         0.96649         0.97686         0.97671         0.97678
        18.50000         0.97586         0.97416         0.97603         0.96536         0.97636         0.97610         0.97619
        18.75000         0.97879         0.97336         0.97503         0.96157         0.97596         0.97591         0.97599
        19.00000         0.97682         0.97255         0.97628         0.96210         0.97578         0.97582         0.97588
        19.25000         0.97781         0.97201         0.97281         0.96137         0.97535         0.97543         0.97534
        19.50000         0.97654         0.97023         0.97581         0.96023         0.97530         0.97518         0.97530
        19.75000         0.97703         0.97083         0.97279         0.96040         0.97478         0.97479         0.97501
        20.00000         0.97588         0.97079         0.97306         0.95882         0.97418         0.97412         0.97395
        20.25000         0.97520         0.96914         0.97320         0.95786         0.97370         0.97369         0.97364
        20.50000         0.97428         0.97006         0.97099         0.95658         0.97295         0.97312         0.97299
        20.75000         0.97222         0.97015         0.97129         0.95797         0.97229         0.97249         0.97244
        21.00000         0.97176         0.96969         0.97105         0.95444         0.97168         0.97207         0.97171
        21.25000         0.96969         0.96787         0.97122         0.95793         0.97168         0.97157         0.97173
        21.50000         0.97179         0.96949         0.96991         0.95342         0.97074         0.97093         0.97091
        21.75000         0.96927         0.96955         0.97112         0.95443         0.97037         0.97030         0.97018
        22.00000         0.96876         0.96887         0.96944         0.95454         0.96980         0.96989         0.96990
        22.25000         0.96742         0.96977         0.96992         0.95614         0.96913         0.96916         0.96908
        22.50000         0.96636         0.96945         0.96852         0.95326         0.96889         0.96879         0.96909
        22.75000         0.96527         0.96821         0.96804         0.95359         0.96838         0.96830         0.96816
        23.00000         0.96608         0.96914         0.96847         0.95368         0.96722         0.96754         0.96750
        23.25000         0.96477         0.96952         0.96666         0.95153         0.96679         0.96709         0.96655
        23.50000         0.96378         0.96746         0.96772         0.95254         0.96664         0.96632         0.96673
        23.75000         0.96381         0.96664         0.96686         0.95163         0.96619         0.96585         0.96610
        24.00000         0.96374         0.96656         0.96737         0.94908         0.96553         0.96534         0.96560
        24.25000         0.96221         0.96544         0.96616         0.94910         0.96450         0.96491         0.96467
