#       r                 g_51(r)         g_52(r)         g_53(r)         g_54(r)         g_55(r)         g_56(r)         g_57(r)
        12.50000         1.00911         1.01387         1.00662         1.01376         1.01614         1.01695         1.01614
        12.75000         1.00663         1.01073         1.00579         1.01258         1.01733         1.01456         1.01710
        13.00000         1.00511         1.00787         1.00494         1.01091         1.01713         1.01340         1.01719
        13.25000         1.00319         1.00705         1.00448         1.00962         1.01448         1.01309         1.01448
        13.50000         1.00185         1.00595         1.00391         1.00765         1.01222         1.01333         1.01215
        13.75000         1.00044         1.00561         1.00438         1.00471         1.01073         1.01290         1.01081
        14.00000         1.00148         1.00477         1.00345         1.00305         1.01018         1.01196         1.01030
        14.25000         1.00150         1.00424         1.00286         1.00085         1.01053         1.01144         1.01062
        14.50000         1.00176         1.00281         1.00233         0.99904         1.01081         1.01104         1.01074
        14.75000         1.00222         1.00239         1.00174         0.99946         1.01157         1.01067         1.01149
        15.00000         1.00267         1.00119         1.00131         0.99884         1.01189         1.01044         1.01188
        15.25000         1.00351         1.00069         1.00054         0.99788         1.01151         1.01024         1.01145
        15.50000         1.00459         1.00020         0.99993         0.99782         1.01059         1.01010         1.01066
        15.75000         1.00444         0.99958         0.99929         0.99708         1.00912         1.00973         1.00917
        16.00000         1.00380         0.99839         0.99860         0.99745         1.00824         1.00906         1.00822
        16.25000         1.00340         0.99734         0.99855         0.99596         1.00735         1.00809         1.00734
        16.50000         1.00217         0.99673         0.99878         0.99512         1.00689         1.00749         1.00707
        16.75000         1.00113         0.99594         0.99765         0.99448         1.00661         1.00663         1.00665
        17.00000         0.99968         0.99493         0.99717         0.99398         1.00630         1.00600         1.00641
        17.25000         0.99943         0.99374         0.99663         0.99293         1.00576         1.00543         1.00572
        17.50000         0.99786         0.99321         0.99594         0.99227         1.00491         1.00474         1.00493
        17.75000         0.99738         0.99270         0.99626         0.99138         1.00412         1.00422         1.00414
        18.00000         0.99607         0.99361         0.99571         0.99070         1.00311         1.00375         1.00318
        18.25000         0.99536         0.99318         0.99565         0.99060         1.00273         1.00311         1.00286
        18.50000         0.99455         0.99321         0.99467         0.99009         1.00218         1.00233         1.00217
        18.75000         0.99351         0.99314         0.99375         0.98969         1.00164         1.00159         1.00167
        19.00000         0.99261         0.99350         0.99380         0.98951         1.00123         1.00104         1.00114
        19.25000         0.99174         0.99300         0.99343         0.98907         1.00063         1.00039         1.00065
        19.50000         0.99166         0.99225         0.99271         0.98902         0.99990         0.99975         1.00001
        19.75000         0.99059         0.99215         0.99189         0.98849         0.99944         0.99906         0.99932
        20.00000         0.99042         0.99107         0.99200         0.98788         0.99837         0.99857         0.99838
        20.25000         0.98931         0.99050         0.99051         0.98739         0.99765         0.99785         0.99759
        20.50000         0.98835         0.99001         0.99061         0.98664         0.99708         0.99709         0.99717
        20.75000         0.98777         0.98975         0.99004         0.98596         0.99655         0.99641         0.99649
        21.00000         0.98740         0.98852         0.98886         0.98535         0.99591         0.99582         0.99596
        21.25000         0.98668         0.98771         0.98784         0.98535         0.99525         0.99514         0.99515
        21.50000         0.98622         0.98705         0.98722         0.98440         0.99463         0.99444         0.99461
        21.75000         0.98601         0.98619         0.98656         0.98402         0.99408         0.99391         0.99409
        22.00000         0.98539         0.98527         0.98622         0.98344         0.99345         0.99337         0.99340
        22.25000         0.98489         0.98441         0.98568         0.98276         0.99289         0.99275         0.99288
        22.50000         0.98403         0.98391         0.98520         0.98252         0.99198         0.99214         0.99202
        22.75000         0.98412         0.98365         0.98392         0.98200         0.99151         0.99144         0.99146
        23.00000         0.98348         0.98259         0.98319         0.98082         0.99084         0.99077         0.99087
        23.25000         0.98311         0.98183         0.98275         0.98039         0.99027         0.99021         0.99025
        23.50000         0.98213         0.98150         0.98217         0.98024         0.98969         0.98946         0.98967
        23.75000         0.98218         0.98050         0.98106         0.97978         0.98910         0.98896         0.98904
        24.00000         0.98143         0.98010         0.98083         0.97911         0.98818         0.98820         0.98823
        24.25000         0.98066         0.97969         0.98032         0.97807         0.98752         0.98752         0.98757
