#       r                 g_31(r)         g_32(r)         g_33(r)         g_34(r)         g_35(r)         g_36(r)         g_37(r)
        10.50000         1.04890         0.99968         0.97462         1.05813         0.98150         0.98134         0.98046
        10.75000         1.03427         1.00155         0.96522         1.04907         0.97991         0.98173         0.97872
        11.00000         1.02308         0.99457         0.95505         1.02718         0.98032         0.98277         0.97972
        11.25000         1.01877         0.98880         0.95570         1.00486         0.98259         0.98531         0.98235
        11.50000         1.01647         0.98516         0.95297         0.98813         0.98615         0.98760         0.98605
        11.75000         1.01909         0.98086         0.95436         0.97743         0.98841         0.98878         0.98925
        12.00000         1.01986         0.97915         0.96579         0.96823         0.99123         0.99099         0.99172
        12.25000         1.01697         0.97829         0.96884         0.96088         0.99299         0.99292         0.99348
        12.50000         1.01600         0.97990         0.97739         0.95556         0.99266         0.99359         0.99340
        12.75000         1.01346         0.98402         0.98374         0.95719         0.99183         0.99265         0.99204
        13.00000         1.00446         0.98907         0.98939         0.95787         0.99100         0.99250         0.99142
        13.25000         1.00056         0.99207         0.98822         0.96029         0.99055         0.99185         0.99096
        13.50000         0.99732         0.99728         0.98920         0.96515         0.98998         0.99069         0.98995
        13.75000         0.99183         0.99944         0.99086         0.97103         0.99045         0.98972         0.99011
        14.00000         0.99029         1.00085         0.99083         0.97133         0.98953         0.98967         0.98994
        14.25000         0.98677         1.00081         0.99068         0.97270         0.98895         0.98885         0.98857
        14.50000         0.98951         0.99931         0.98785         0.97546         0.98842         0.98863         0.98885
        14.75000         0.98933         0.99806         0.98571         0.97447         0.98785         0.98825         0.98804
        15.00000         0.98636         0.99703         0.98692         0.97403         0.98742         0.98733         0.98713
        15.25000         0.98745         0.99715         0.98831         0.97314         0.98666         0.98657         0.98690
        15.50000         0.98480         0.99571         0.98672         0.97434         0.98606         0.98628         0.98603
        15.75000         0.98208         0.99671         0.98331         0.97083         0.98543         0.98523         0.98535
        16.00000         0.98053         0.99370         0.98059         0.97011         0.98474         0.98459         0.98490
        16.25000         0.98201         0.99258         0.97735         0.97122         0.98470         0.98456         0.98447
        16.50000         0.98034         0.99218         0.97692         0.97129         0.98493         0.98364         0.98459
        16.75000         0.98080         0.99009         0.97607         0.96950         0.98381         0.98344         0.98373
        17.00000         0.98016         0.99021         0.97245         0.97002         0.98334         0.98291         0.98316
        17.25000         0.98111         0.98804         0.96999         0.96741         0.98281         0.98287         0.98288
        17.50000         0.97975         0.98509         0.96987         0.96742         0.98213         0.98239         0.98214
        17.75000         0.98111         0.98285         0.96754         0.96562         0.98244         0.98220         0.98238
        18.00000         0.98028         0.98006         0.96932         0.96614         0.98190         0.98135         0.98188
        18.25000         0.97965         0.98154         0.96896         0.96403         0.98184         0.98114         0.98164
        18.50000         0.97980         0.97899         0.96739         0.96249         0.98087         0.98086         0.98083
        18.75000         0.98029         0.97865         0.96737         0.96150         0.97996         0.98048         0.98006
        19.00000         0.98008         0.97529         0.96603         0.96273         0.98002         0.97968         0.98019
        19.25000         0.97929         0.97549         0.96513         0.95931         0.97965         0.97948         0.97950
        19.50000         0.97689         0.97486         0.96450         0.96227         0.97894         0.97902         0.97901
        19.75000         0.97758         0.97370         0.96379         0.95929         0.97813         0.97857         0.97828
        20.00000         0.97465         0.97443         0.96452         0.95956         0.97824         0.97787         0.97785
        20.25000         0.97519         0.97330         0.96115         0.95970         0.97677         0.97690         0.97724
        20.50000         0.97498         0.97223         0.96072         0.95752         0.97686         0.97673         0.97696
        20.75000         0.97315         0.97073         0.96097         0.95781         0.97631         0.97580         0.97612
        21.00000         0.97328         0.97276         0.96033         0.95758         0.97514         0.97522         0.97494
        21.25000         0.97275         0.97332         0.96016         0.95774         0.97414         0.97438         0.97427
        21.50000         0.97178         0.97273         0.95790         0.95645         0.97353         0.97390         0.97351
        21.75000         0.97008         0.97353         0.95967         0.95764         0.97287         0.97331         0.97307
        22.00000         0.97141         0.97221         0.96016         0.95599         0.97254         0.97248         0.97240
        22.25000         0.96944         0.97179         0.95990         0.95647         0.97201         0.97165         0.97201
        22.50000         0.96878         0.97156         0.95868         0.95509         0.97153         0.97099         0.97165
        22.75000         0.96848         0.96969         0.95659         0.95461         0.97027         0.97038         0.97029
        23.00000         0.96757         0.97082         0.95566         0.95504         0.96955         0.96976         0.96947
        23.25000         0.96714         0.97022         0.95729         0.95325         0.96912         0.96890         0.96902
        23.50000         0.96526         0.96951         0.95468         0.95430         0.96854         0.96829         0.96864
        23.75000         0.96432         0.96851         0.95517         0.95345         0.96745         0.96776         0.96749
        24.00000         0.96484         0.96741         0.95470         0.95395         0.96723         0.96723         0.96707
        24.25000         0.96386         0.96603         0.95305         0.95275         0.96672         0.96619         0.96663
