#       r                 g_71(r)         g_72(r)         g_73(r)         g_74(r)         g_75(r)         g_76(r)         g_77(r)
        19.25000         0.99133         0.99327         0.99328         0.98906         1.01473         1.01444         1.00032
        19.50000         0.99170         0.99236         0.99278         0.98902         1.01408         1.01382         0.99960
        19.75000         0.99070         0.99195         0.99205         0.98872         1.01337         1.01312         0.99908
        20.00000         0.99026         0.99136         0.99161         0.98765         1.01242         1.01261         0.99812
        20.25000         0.98923         0.99057         0.99099         0.98733         1.01162         1.01184         0.99725
        20.50000         0.98821         0.99015         0.99070         0.98668         1.01120         1.01117         0.99686
        20.75000         0.98785         0.98968         0.98985         0.98611         1.01051         1.01038         0.99622
        21.00000         0.98732         0.98861         0.98865         0.98537         1.00997         1.00977         0.99550
        21.25000         0.98646         0.98787         0.98798         0.98540         1.00914         1.00912         0.99484
        21.50000         0.98611         0.98726         0.98721         0.98457         1.00860         1.00845         0.99433
        21.75000         0.98602         0.98602         0.98676         0.98383         1.00807         1.00794         0.99376
        22.00000         0.98542         0.98548         0.98608         0.98354         1.00738         1.00726         0.99303
        22.25000         0.98493         0.98461         0.98568         0.98271         1.00684         1.00676         0.99257
        22.50000         0.98409         0.98367         0.98531         0.98272         1.00598         1.00604         0.99171
        22.75000         0.98394         0.98369         0.98394         0.98178         1.00540         1.00537         0.99117
        23.00000         0.98347         0.98242         0.98310         0.98111         1.00481         1.00470         0.99047
        23.25000         0.98332         0.98209         0.98265         0.98014         1.00418         1.00410         0.98992
        23.50000         0.98218         0.98143         0.98227         0.98033         1.00359         1.00342         0.98936
        23.75000         0.98213         0.98038         0.98110         0.97969         1.00295         1.00286         0.98869
        24.00000         0.98137         0.97990         0.98068         0.97918         1.00213         1.00205         0.98795
        24.25000         0.98073         0.97958         0.98023         0.97824         1.00146         1.00142         0.98720
