#    Conf       T(K)      KE (Kcal/mol)  PE Kcal/mol     Pressure (bar)      Pxx(bar)     Pyy(bar)        Pzz(bar)        Pxy(bar)     Pxz(bar)        Pyz(bar)  
   606750        1.46296       17.43855   -18856.69141        3.61021        3.69747        3.66724        3.46592       -0.07648        0.03119        0.01802
   606760        1.44715       17.25012   -18783.31836        3.68616        3.70431        3.78364        3.57054       -0.13897        0.04951        0.06700
   606770        1.44705       17.24885   -18789.24805        3.69940        3.67785        3.82336        3.59699       -0.09678        0.00701        0.05763
   606780        1.44833       17.26420   -18802.75391        3.69608        3.69342        3.82513        3.56968       -0.07509       -0.05689        0.01484
   606790        1.44152       17.18295   -18776.44336        3.71660        3.75409        3.83426        3.56144       -0.08171       -0.09873       -0.02067
   606800        1.44440       17.21736   -18799.16016        3.69159        3.68029        3.88225        3.51224       -0.01343       -0.11202       -0.05319
   606810        1.44459       17.21957   -18808.72070        3.67340        3.67019        3.84363        3.50639        0.04762       -0.07061       -0.06475
   606820        1.44852       17.26636   -18838.08398        3.64273        3.65458        3.72684        3.54677        0.08779       -0.06931       -0.14065
   606830        1.43195       17.06895   -18765.73242        3.69651        3.72775        3.78277        3.57902        0.03252       -0.09501       -0.21246
   606840        1.43761       17.13637   -18804.48438        3.65532        3.69927        3.79928        3.46741       -0.02409       -0.07205       -0.14302
   606850        1.43982       17.16270   -18826.07422        3.62242        3.70285        3.76395        3.40047        0.00280       -0.04919       -0.01747
   606860        1.43774       17.13790   -18826.76172        3.60474        3.67049        3.75731        3.38643        0.06279       -0.02384       -0.01308
   606870        1.44902       17.27234   -18894.76367        3.53259        3.53110        3.71998        3.34669        0.09009       -0.02690        0.00408
   606880        1.45949       17.39715   -18960.53906        3.47202        3.42626        3.65633        3.33346        0.11308       -0.04469       -0.00006
   606890        1.45090       17.29482   -18934.03906        3.50253        3.41845        3.62588        3.46325        0.16257       -0.10012       -0.02086
   606900        1.43713       17.13068   -18883.77734        3.55799        3.51212        3.58007        3.58179        0.12073       -0.14971       -0.03594
   606910        1.42641       17.00283   -18849.60352        3.59667        3.57570        3.62357        3.59075        0.05454       -0.10264       -0.07094
   606920        1.41673       16.88751   -18820.05859        3.62432        3.58369        3.76115        3.52812        0.01941        0.00297       -0.09547
   606930        1.42413       16.97572   -18874.57227        3.57461        3.51509        3.73591        3.47284        0.03347        0.06392       -0.07978
   606940        1.41973       16.92318   -18869.02539        3.57406        3.51359        3.68667        3.52193        0.09257        0.10465       -0.04305
   606950        1.40885       16.79352   -18829.61719        3.60055        3.56073        3.65642        3.58449        0.10931        0.13031       -0.01509
   606960        1.41198       16.83085   -18857.51367        3.56425        3.55893        3.58672        3.54710        0.13079        0.11141        0.00962
   606970        1.42343       16.96730   -18924.68555        3.49217        3.42172        3.57096        3.48384        0.11462        0.01644        0.00795
   606980        1.42512       16.98752   -18941.72070        3.46990        3.33273        3.59258        3.48440        0.12576       -0.06812        0.01256
   606990        1.41999       16.92632   -18923.37305        3.48360        3.32826        3.64116        3.48136        0.12244       -0.04414        0.01572
   607000        1.42321       16.96474   -18945.24414        3.46464        3.33271        3.55540        3.50581        0.08526        0.00586       -0.03874
   607010        1.42491       16.98499   -18957.91602        3.45329        3.38652        3.46118        3.51217        0.05191       -0.00397       -0.06926
   607020        1.42171       16.94690   -18944.77734        3.46826        3.44010        3.49038        3.47428        0.02697       -0.02524       -0.02017
   607030        1.42057       16.93323   -18939.93359        3.47385        3.47061        3.50659        3.44435       -0.01589       -0.01066        0.02815
   607040        1.42930       17.03733   -18982.38672        3.44100        3.33820        3.53221        3.45259       -0.00705       -0.04088        0.04247
   607050        1.42705       17.01054   -18968.05273        3.46556        3.26292        3.64234        3.49143        0.03746       -0.08674        0.03035
   607060        1.41235       16.83528   -18889.12305        3.55147        3.33925        3.74846        3.56670        0.03270       -0.09707        0.05250
   607070        1.39626       16.64344   -18798.76953        3.64104        3.50513        3.73992        3.67807        0.02462       -0.08961        0.02843
   607080        1.40181       16.70961   -18809.51953        3.63420        3.49967        3.60913        3.79380        0.02070       -0.09305        0.02611
   607090        1.41537       16.87121   -18852.53711        3.59520        3.46700        3.45643        3.86217        0.01712       -0.06390        0.06610
   607100        1.40837       16.78779   -18785.96289        3.64855        3.49755        3.47502        3.97307        0.02885       -0.02800        0.06387
   607110        1.41311       16.84432   -18772.30664        3.65340        3.50732        3.54824        3.90463        0.05222        0.02907        0.06671
   607120        1.43413       17.09484   -18836.66602        3.58746        3.52189        3.53435        3.70614        0.07134        0.03943        0.05032
   607130        1.44694       17.24760   -18861.87695        3.55449        3.56659        3.52609        3.57079        0.13210       -0.01686        0.00932
   607140        1.45257       17.31475   -18856.73633        3.55325        3.59312        3.59177        3.47484        0.15878       -0.07205       -0.06548
   607150        1.45316       17.32170   -18832.90430        3.57908        3.65584        3.69106        3.39034        0.09817       -0.04966       -0.06211
   607160        1.43692       17.12816   -18730.56445        3.67962        3.72627        3.81861        3.49398        0.07625       -0.02750       -0.04764
   607170        1.44046       17.17035   -18730.46680        3.69559        3.59400        3.91925        3.57351        0.07649       -0.05677       -0.07168
   607180        1.44902       17.27240   -18757.77148        3.68415        3.52583        3.94526        3.58137        0.01537       -0.07938       -0.10840
   607190        1.44988       17.28268   -18749.16016        3.69657        3.61686        3.89253        3.58031       -0.04139       -0.12952       -0.13829
   607200        1.44940       17.27685   -18735.74805        3.70838        3.70775        3.83101        3.58638       -0.09745       -0.13004       -0.13553
   607210        1.45751       17.37355   -18766.97852        3.68264        3.59787        3.78226        3.66778       -0.19311       -0.11109       -0.09861
   607220        1.45642       17.36061   -18754.26953        3.69974        3.54960        3.81032        3.73930       -0.23126       -0.08684       -0.08492
   607230        1.44240       17.19352   -18678.39063        3.77516        3.62544        3.87242        3.82763       -0.12384       -0.09243       -0.13962
   607240        1.45589       17.35429   -18740.45117        3.73559        3.65915        3.78192        3.76571        0.01637       -0.15418       -0.11238
   607250        1.46346       17.44449   -18774.17188        3.71780        3.71327        3.72403        3.71611        0.14900       -0.20645       -0.03537
   607260        1.44931       17.27580   -18701.21680        3.78953        3.84623        3.79331        3.72906        0.21758       -0.20273       -0.02088
   607270        1.45232       17.31169   -18714.75195        3.77925        3.79408        3.82899        3.71469        0.16910       -0.19405       -0.07427
   607280        1.47175       17.54334   -18811.42773        3.69201        3.61004        3.72855        3.73745        0.15760       -0.16480       -0.03925
   607290        1.46436       17.45520   -18776.77734        3.72084        3.60519        3.72890        3.82845        0.17555       -0.09840       -0.00397
   607300        1.44007       17.16568   -18659.77148        3.82482        3.72206        3.82190        3.93051        0.16852       -0.04508       -0.03663
   607310        1.44173       17.18547   -18672.45703        3.81556        3.72399        3.81431        3.90838        0.13793        0.00984       -0.04316
   607320        1.44568       17.23252   -18696.41602        3.79330        3.71960        3.78592        3.87438        0.11077        0.06062       -0.06385
   607330        1.44432       17.21636   -18694.38867        3.79724        3.77158        3.78509        3.83505        0.06933        0.10746       -0.07381
   607340        1.43583       17.11521   -18657.00391        3.83803        3.76591        3.85863        3.88955       -0.01121        0.08925       -0.06344
   607350        1.43050       17.05165   -18634.78711        3.85874        3.81147        3.80296        3.96179       -0.08995        0.06464       -0.09289
   607360        1.44825       17.26314   -18726.99023        3.76767        3.78035        3.67553        3.84712       -0.12219        0.04073       -0.09557
   607370        1.46158       17.42206   -18797.89258        3.69162        3.73402        3.55840        3.78244       -0.13809       -0.04456       -0.08144
   607380        1.45590       17.35435   -18775.89844        3.70066        3.79058        3.51499        3.79640       -0.10075       -0.09004       -0.14122
   607390        1.45297       17.31941   -18769.49023        3.70012        3.78215        3.49939        3.81883       -0.01717       -0.07051       -0.14106
   607400        1.44916       17.27405   -18760.30078        3.70587        3.77807        3.48208        3.85745        0.03350       -0.04942       -0.07412
   607410        1.44490       17.22332   -18750.11133        3.71411        3.76969        3.52999        3.84266       -0.01454       -0.01051       -0.02273
   607420        1.45237       17.31233   -18799.59375        3.67324        3.64976        3.61043        3.75953       -0.06355        0.02336        0.00911
   607430        1.46149       17.42100   -18859.26563        3.62897        3.59396        3.56334        3.72963        0.02469       -0.00240        0.00307
   607440        1.45866       17.38723   -18862.11914        3.63903        3.58792        3.52207        3.80708        0.11684       -0.00704        0.02596
   607450        1.43596       17.11668   -18768.12891        3.73064        3.66139        3.67803        3.85251        0.13744       -0.00160        0.00988
   607460        1.41600       16.87883   -18687.68945        3.80172        3.72984        3.83993        3.83539        0.10076        0.03898       -0.06518
   607470        1.41961       16.92182   -18722.88477        3.76122        3.71108        3.77149        3.80111        0.10759        0.00496       -0.06724
   607480        1.43032       17.04953   -18791.91016        3.68413        3.73266        3.56265        3.75708        0.16234        0.02153        0.01085
   607490        1.42905       17.03431   -18799.86133        3.65995        3.78042        3.45098        3.74846        0.20677        0.02861        0.01588
   607500        1.42978       17.04309   -18817.10156        3.63766        3.72137        3.41556        3.77606        0.22483       -0.00263       -0.01885
   607510        1.42000       16.92647   -18780.19336        3.66385        3.68618        3.50562        3.79976        0.29880        0.01393        0.02883
   607520        1.43700       17.12907   -18875.51172        3.57980        3.50660        3.51755        3.71525        0.35362        0.04099        0.12589
   607530        1.44285       17.19884   -18914.70117        3.54387        3.42456        3.53268        3.67436        0.24604        0.04011        0.13245
   607540        1.43090       17.05639   -18865.17969        3.58672        3.45382        3.61769        3.68867        0.15735        0.04156        0.12159
   607550        1.41931       16.91820   -18816.43750        3.62249        3.46754        3.71463        3.68529        0.12677        0.07020        0.12092
   607560        1.43355       17.08797   -18895.09766        3.54286        3.35780        3.70135        3.56944        0.10017       -0.00908        0.06699
   607570        1.44079       17.17432   -18938.15625        3.49812        3.34824        3.65213        3.49399        0.02777       -0.04153        0.05218
   607580        1.42705       17.01048   -18876.41406        3.55103        3.47451        3.70752        3.47106       -0.03037       -0.00645        0.07593
   607590        1.42902       17.03394   -18892.21094        3.53579        3.52183        3.70431        3.38124        0.01784        0.03046        0.10863
   607600        1.45128       17.29929   -19008.79883        3.42823        3.46605        3.54093        3.27771        0.02620        0.04666        0.07600
   607610        1.45420       17.33412   -19030.14258        3.40574        3.41757        3.49943        3.30023       -0.02537        0.03349        0.05818
   607620        1.43602       17.11747   -18948.14258        3.47827        3.53236        3.50560        3.39687       -0.08264       -0.00135        0.03007
   607630        1.42577       16.99520   -18906.51367        3.51813        3.59980        3.44864        3.50594       -0.12431       -0.00799       -0.02716
   607640        1.41412       16.85637   -18857.50977        3.55277        3.63129        3.39438        3.63265       -0.14235       -0.01239       -0.06502
   607650        1.41916       16.91650   -18890.98242        3.51629        3.61025        3.28368        3.65494       -0.10118       -0.00414       -0.03134
   607660        1.42225       16.95332   -18913.40039        3.48930        3.51821        3.26815        3.68154       -0.05066        0.00641        0.02073
   607670        1.43629       17.12060   -18990.20313        3.42205        3.33850        3.31612        3.61153       -0.01868       -0.04661       -0.04391
   607680        1.43123       17.06031   -18972.08594        3.43940        3.31632        3.44359        3.55829        0.02541       -0.05953       -0.06352
   607690        1.42784       17.01993   -18962.57617        3.44890        3.34515        3.52671        3.47483        0.06213       -0.03309       -0.01183
   607700        1.43333       17.08534   -18997.27539        3.41454        3.34997        3.51785        3.37581        0.05647       -0.01536        0.03129
   607710        1.42843       17.02696   -18980.40430        3.42630        3.39617        3.54659        3.33614        0.06524       -0.03526        0.07721
   607720        1.41465       16.86265   -18918.56836        3.48297        3.50002        3.62357        3.32532        0.06676       -0.03822        0.13857
   607730        1.41836       16.90688   -18942.37109        3.46929        3.46200        3.62166        3.32422        0.07925       -0.04720        0.13168
   607740        1.42190       16.94912   -18963.54492        3.46242        3.41267        3.64304        3.33156        0.11219        0.01494        0.12720
   607750        1.40028       16.69144   -18856.92969        3.56848        3.51035        3.74899        3.44610        0.09368        0.06676        0.06041
   607760        1.38923       16.55968   -18798.97266        3.62621        3.62939        3.68916        3.56009        0.01931        0.06726        0.05963
   607770        1.40593       16.75871   -18874.04492        3.55996        3.62667        3.55056        3.50266       -0.03586        0.08664        0.04133
   607780        1.41673       16.88743   -18914.89063        3.52163        3.59726        3.51535        3.45227       -0.04263        0.11951        0.00424
   607790        1.41137       16.82356   -18871.24805        3.55635        3.64210        3.56296        3.46400       -0.07358        0.11323       -0.02409
   607800        1.40549       16.75347   -18820.69141        3.59346        3.66617        3.59739        3.51683       -0.10959        0.05390        0.01381
   607810        1.42993       17.04482   -18917.51172        3.50045        3.54440        3.46758        3.48937       -0.12167       -0.01735        0.02147
   607820        1.44868       17.26838   -18983.93945        3.43378        3.43446        3.36765        3.49924       -0.08049       -0.02838       -0.01305
   607830        1.43611       17.11847   -18894.88086        3.51026        3.48431        3.51153        3.53493       -0.07159        0.04374       -0.00669
   607840        1.42307       16.96309   -18804.61523        3.59848        3.45822        3.74409        3.59312       -0.12398        0.06794       -0.04658
   607850        1.42766       17.01779   -18802.34570        3.61107        3.42179        3.78372        3.62770       -0.09573        0.07234       -0.10038
   607860        1.44246       17.19415   -18851.70898        3.57599        3.43861        3.71144        3.57791       -0.00057        0.06466       -0.05517
   607870        1.45101       17.29606   -18871.86328        3.56270        3.41390        3.69661        3.57760        0.03452       -0.02984       -0.02621
   607880        1.45738       17.37204   -18884.36523        3.55986        3.39408        3.67652        3.60897       -0.03561       -0.09221        0.00450
   607890        1.43939       17.15753   -18778.26758        3.66178        3.55165        3.78440        3.64931       -0.07774       -0.07662       -0.02926
   607900        1.43303       17.08181   -18731.74414        3.70712        3.65377        3.85911        3.60847       -0.07871       -0.05439       -0.02855
   607910        1.45146       17.30151   -18809.43945        3.63677        3.57017        3.77511        3.56503       -0.07523       -0.02831        0.02102
   607920        1.46396       17.45042   -18859.26172        3.59114        3.52579        3.69648        3.55114       -0.12858        0.01153        0.07054
   607930        1.46427       17.45414   -18851.05469        3.60246        3.52777        3.71000        3.56960       -0.24309        0.01670        0.09025
   607940        1.45861       17.38667   -18815.60352        3.64406        3.57961        3.70161        3.65094       -0.24544        0.01234        0.02261
   607950        1.45437       17.33610   -18789.23438        3.68419        3.70419        3.59297        3.75539       -0.16996       -0.02228       -0.04563
   607960        1.44818       17.26235   -18754.26953        3.72915        3.82767        3.57011        3.78968       -0.14027       -0.09699       -0.07991
   607970        1.46241       17.43200   -18822.12891        3.67267        3.79937        3.57089        3.64776       -0.11579       -0.10131       -0.03285
   607980        1.47592       17.59301   -18888.29102        3.61179        3.73388        3.59714        3.50435       -0.08471       -0.08443       -0.03100
   607990        1.46006       17.40396   -18811.01758        3.68121        3.76754        3.66373        3.61234       -0.12503       -0.10052       -0.06375
   608000        1.43536       17.10958   -18690.95313        3.78942        3.87020        3.74893        3.74913       -0.13176       -0.07513       -0.02623
   608010        1.44558       17.23137   -18744.99414        3.74329        3.84992        3.68970        3.69025       -0.09330       -0.08369        0.02999
   608020        1.45558       17.35060   -18798.18555        3.69234        3.69157        3.66643        3.71902       -0.09456       -0.09230        0.03335
   608030        1.44910       17.27338   -18770.30664        3.71454        3.58802        3.76183        3.79377       -0.10224       -0.08114        0.02401
   608040        1.43594       17.11646   -18709.77344        3.76627        3.65264        3.83021        3.81594       -0.09859       -0.06740        0.07543
   608050        1.43469       17.10151   -18708.23438        3.75990        3.68630        3.83952        3.75388       -0.03374       -0.04355        0.10765
   608060        1.44875       17.26918   -18782.76953        3.67574        3.67263        3.76557        3.58901        0.00423       -0.01409        0.13553
   608070        1.46058       17.41014   -18847.00586        3.59633        3.64753        3.69979        3.44165        0.02339        0.01401        0.14906
   608080        1.45629       17.35901   -18832.86523        3.58854        3.62794        3.73061        3.40706        0.00699        0.05516        0.11458
   608090        1.44715       17.25011   -18796.42383        3.61450        3.74278        3.72776        3.37297       -0.02531        0.09259        0.03980
   608100        1.44084       17.17481   -18775.36719        3.63900        3.80984        3.70970        3.39746       -0.02178        0.11264        0.01007
   608110        1.42474       16.98290   -18706.06055        3.70817        3.85404        3.79371        3.47674       -0.04806        0.03221        0.08842
   608120        1.42175       16.94727   -18701.37891        3.71646        3.85360        3.78105        3.51475       -0.01046       -0.08028        0.12362
   608130        1.43682       17.12700   -18786.09570        3.64109        3.73107        3.64613        3.54607       -0.00702       -0.04291        0.09490
   608140        1.43954       17.15941   -18809.28516        3.61291        3.70287        3.59198        3.54387       -0.07920        0.00389        0.04885
   608150        1.44136       17.18106   -18828.90234        3.59113        3.68010        3.58684        3.50645       -0.15041       -0.00052        0.03557
   608160        1.44603       17.23677   -18864.11523        3.56033        3.61456        3.58411        3.48230       -0.12533        0.01691       -0.02584
   608170        1.43667       17.12517   -18830.74609        3.59216        3.60062        3.59006        3.58578       -0.04268        0.08101       -0.06282
   608180        1.43274       17.07837   -18825.79492        3.60192        3.61899        3.54013        3.64663       -0.02783        0.12024       -0.09204
   608190        1.42181       16.94797   -18786.30664        3.63579        3.76191        3.46484        3.68062       -0.00934        0.15087       -0.11730
   608200        1.41917       16.91651   -18787.85938        3.62886        3.79719        3.41381        3.67557        0.03818        0.16570       -0.08565
   608210        1.42477       16.98330   -18830.05664        3.58664        3.70428        3.40578        3.64987        0.08727        0.13466       -0.04246
   608220        1.41702       16.89095   -18804.81055        3.59625        3.65623        3.48204        3.65048        0.12838        0.14824       -0.05987
   608230        1.43364       17.08902   -18900.54688        3.49725        3.60523        3.41799        3.46854        0.12970        0.14094       -0.10137
   608240        1.44530       17.22808   -18971.94922        3.42377        3.60754        3.33453        3.32924        0.07554        0.11507       -0.09649
   608250        1.43167       17.06559   -18918.39063        3.47269        3.66100        3.38954        3.36754       -0.00152        0.06507       -0.07335
   608260        1.42654       17.00447   -18907.57813        3.49167        3.66461        3.44335        3.36703        0.01823       -0.06682       -0.05691
   608270        1.44100       17.17676   -18994.57227        3.42740        3.59815        3.40192        3.28213        0.06560       -0.08593       -0.07068
   608280        1.43359       17.08846   -18973.30273        3.45437        3.54475        3.53615        3.28221        0.10092       -0.00204       -0.10628
   608290        1.41563       16.87431   -18899.42383        3.52510        3.57284        3.64980        3.35265        0.07122       -0.01319       -0.10118
   608300        1.41662       16.88615   -18918.82813        3.51199        3.62855        3.57492        3.33251        0.02807       -0.05950       -0.05184
   608310        1.42336       16.96654   -18965.43750        3.47452        3.60510        3.49362        3.32484        0.06865       -0.00554       -0.01958
   608320        1.41278       16.84043   -18924.26172        3.51181        3.58356        3.54275        3.40913        0.06594        0.04658       -0.01942
   608330        1.40313       16.72535   -18885.57617        3.54434        3.58968        3.55100        3.49234        0.09590        0.03164       -0.01050
   608340        1.40282       16.72169   -18890.20508        3.53297        3.53013        3.49746        3.57132        0.10585       -0.00324       -0.01633
   608350        1.41208       16.83199   -18939.14063        3.47745        3.45783        3.40099        3.57354        0.04151        0.01739        0.03794
   608360        1.41880       16.91212   -18972.55859        3.44052        3.48335        3.34307        3.49515       -0.00341        0.00497        0.05645
   608370        1.41134       16.82328   -18932.49609        3.47356        3.53217        3.38715        3.50136       -0.00643       -0.04258        0.01554
   608380        1.40566       16.75557   -18897.72266        3.50858        3.58366        3.41646        3.52563       -0.00572       -0.09008       -0.03697
   608390        1.39889       16.67485   -18852.63867        3.55197        3.57995        3.46616        3.60980        0.04170       -0.04662       -0.04137
   608400        1.40404       16.73625   -18861.15234        3.54640        3.52672        3.49362        3.61886        0.03908       -0.02275        0.02331
   608410        1.41605       16.87941   -18897.51563        3.51336        3.52491        3.46336        3.55182        0.00796        0.02991        0.03940
   608420        1.41670       16.88708   -18871.74219        3.53808        3.56659        3.46819        3.57945        0.03874        0.07011        0.00600
   608430        1.41810       16.90384   -18845.65039        3.57184        3.62476        3.49170        3.59905        0.05250        0.05121        0.00340
   608440        1.42532       16.98987   -18846.09766        3.58271        3.65191        3.48368        3.61255        0.02511        0.08329       -0.00978
   608450        1.43241       17.07440   -18846.44727        3.59311        3.66946        3.49601        3.61386        0.00219        0.07299       -0.05261
   608460        1.41647       16.88433   -18734.72266        3.69909        3.75891        3.70538        3.63298       -0.02071        0.04590       -0.04974
   608470        1.42357       16.96904   -18741.40234        3.69743        3.69995        3.78102        3.61132        0.01127        0.01961       -0.00850
   608480        1.44995       17.28350   -18848.01563        3.60411        3.58410        3.71980        3.50842        0.04058        0.02479        0.09297
   608490        1.45511       17.34497   -18853.92969        3.59947        3.62023        3.69756        3.48060        0.10202        0.02392        0.16736
   608500        1.44450       17.21852   -18786.11914        3.66990        3.64845        3.69761        3.66365        0.06591       -0.01224        0.09904
   608510        1.42762       17.01730   -18689.82813        3.77069        3.68957        3.76742        3.85508        0.04787       -0.10113       -0.07578
   608520        1.41942       16.91953   -18637.17969        3.82054        3.70524        3.88278        3.87360        0.09164       -0.09984       -0.14794
   608530        1.44113       17.17835   -18733.67383        3.73337        3.60607        3.88205        3.71200        0.06466       -0.01963       -0.07772
   608540        1.44666       17.24419   -18749.80859        3.71525        3.56112        3.82685        3.75777        0.04836        0.08650       -0.00948
   608550        1.44536       17.22875   -18733.22656        3.73227        3.54633        3.81993        3.83055       -0.00812        0.11796       -0.01288
   608560        1.43768       17.13721   -18685.60352        3.77387        3.61368        3.89730        3.81062       -0.05942        0.11694        0.00421
   608570        1.44203       17.18909   -18698.12500        3.75739        3.66225        3.91442        3.69549       -0.08342        0.06552        0.01583
   608580        1.45606       17.35626   -18759.28906        3.70041        3.66203        3.82582        3.61337       -0.09481       -0.01302        0.04668
   608590        1.44975       17.28109   -18720.08398        3.73326        3.71913        3.75984        3.72081       -0.12651       -0.04714        0.08233
   608600        1.43773       17.13780   -18653.24805        3.79310        3.78587        3.79234        3.80109       -0.15669        0.00028        0.06972
   608610        1.43734       17.13314   -18644.08594        3.79987        3.80832        3.82345        3.76784       -0.08504        0.05358        0.02214
   608620        1.44978       17.28138   -18698.51172        3.75258        3.81662        3.75576        3.68537        0.01163        0.10902       -0.01805
   608630        1.45412       17.33320   -18712.95898        3.74513        3.87203        3.67928        3.68409        0.03510        0.08379       -0.03521
   608640        1.45297       17.31948   -18700.94141        3.76639        3.84505        3.75729        3.69683       -0.05039       -0.05806       -0.03071
   608650        1.45447       17.33731   -18703.00000        3.77281        3.76719        3.84945        3.70180       -0.12045       -0.15190       -0.04256
   608660        1.45921       17.39378   -18722.32617        3.75335        3.73677        3.82121        3.70208       -0.09647       -0.19161       -0.02126
   608670        1.46460       17.45810   -18746.35156        3.72239        3.70045        3.78582        3.68090       -0.06064       -0.14560        0.05045
   608680        1.47672       17.60250   -18806.26563        3.66329        3.63281        3.72924        3.62781       -0.02657       -0.10745        0.00580
   608690        1.47206       17.54706   -18785.43945        3.67667        3.65948        3.72451        3.64601       -0.00695       -0.11664       -0.01227
   608700        1.47933       17.63367   -18827.68555        3.64285        3.68262        3.69890        3.54703       -0.00100       -0.15702       -0.02386
   608710        1.47249       17.55215   -18803.39453        3.65883        3.78588        3.72571        3.46490       -0.04346       -0.11949        0.00300
   608720        1.46707       17.48750   -18789.78516        3.66157        3.84499        3.65552        3.48419       -0.07824       -0.01214       -0.02010
   608730        1.47017       17.52450   -18822.11133        3.62964        3.75053        3.59671        3.54169       -0.09187        0.01253       -0.09328
   608740        1.45848       17.38518   -18783.80664        3.66013        3.72959        3.64662        3.60420       -0.03250        0.00237       -0.04485
   608750        1.45557       17.35048   -18791.52734        3.64849        3.71654        3.68737        3.54156        0.01809       -0.01077        0.02699
   608760        1.47063       17.53002   -18890.92773        3.55826        3.63464        3.53859        3.50155       -0.00470        0.01296        0.03186
   608770        1.47056       17.52917   -18917.17578        3.53799        3.67067        3.50288        3.44041        0.02267        0.03574       -0.00120
   608780        1.44509       17.22554   -18817.96680        3.63257        3.75693        3.62998        3.51081        0.00893        0.06297       -0.03079
   608790        1.42272       16.95882   -18731.72656        3.70763        3.79412        3.71278        3.61598       -0.02185        0.08934       -0.01133
   608800        1.43946       17.15840   -18836.96680        3.60511        3.68962        3.59946        3.52625       -0.02027        0.05515        0.01882
   608810        1.44825       17.26322   -18899.64258        3.53195        3.60954        3.52880        3.45752       -0.01963        0.01178        0.00888
   608820        1.44603       17.23675   -18905.41797        3.51138        3.57610        3.42180        3.53626       -0.02899       -0.02378        0.04717
   608830        1.44825       17.26316   -18931.54297        3.48463        3.60017        3.30067        3.55304        0.00484       -0.08377        0.03537
   608840        1.44826       17.26336   -18945.19531        3.48176        3.58942        3.32517        3.53070        0.03029       -0.09918        0.00998
   608850        1.43912       17.15436   -18911.85352        3.52763        3.56122        3.47216        3.54950        0.00147       -0.04568        0.00226
   608860        1.41827       16.90579   -18817.63867        3.61682        3.60380        3.59293        3.65373       -0.01983        0.03748        0.01319
   608870        1.42726       17.01303   -18869.48828        3.56746        3.51793        3.55117        3.63329       -0.04481        0.06106       -0.02882
   608880        1.43745       17.13443   -18924.79102        3.50481        3.42972        3.56653        3.51816        0.00495       -0.00433       -0.02940
   608890        1.44277       17.19789   -18955.05273        3.47274        3.34205        3.58480        3.49136        0.03876       -0.01046        0.01480
   608900        1.43322       17.08402   -18910.46680        3.51381        3.42472        3.49266        3.62404        0.02194        0.00256        0.05201
   608910        1.42916       17.03560   -18892.18945        3.54144        3.46403        3.43459        3.72569       -0.04535       -0.00915        0.06803
   608920        1.42264       16.95795   -18860.19141        3.58471        3.53499        3.52638        3.69275       -0.10578       -0.02409        0.05282
   608930        1.41320       16.84544   -18811.46875        3.63865        3.62032        3.56715        3.72848       -0.15397       -0.05614        0.11315
   608940        1.42284       16.96030   -18855.35742        3.60130        3.57272        3.46456        3.76662       -0.13225       -0.07632        0.11002
   608950        1.43376       17.09042   -18903.74609        3.55401        3.53474        3.42123        3.70606       -0.11998        0.00657        0.08466
   608960        1.42733       17.01383   -18864.56250        3.58756        3.58208        3.50605        3.67456       -0.16401        0.06262        0.08146
   608970        1.41343       16.84816   -18786.68945        3.65847        3.61495        3.58054        3.77992       -0.16985        0.07956        0.13150
   608980        1.40827       16.78660   -18749.57422        3.69158        3.65847        3.57636        3.83992       -0.09270        0.08264        0.15820
   608990        1.42143       16.94349   -18800.79492        3.64613        3.62378        3.52298        3.79162       -0.07443       -0.00573        0.19515
   609000        1.43243       17.07458   -18839.00391        3.60732        3.54131        3.47324        3.80742       -0.07403       -0.06150        0.14331
   609010        1.44065       17.17262   -18862.50391        3.58367        3.54049        3.53760        3.67292        0.00231       -0.08321        0.08064
   609020        1.43979       17.16240   -18840.63281        3.60319        3.52598        3.62355        3.66004        0.06672       -0.07186        0.10423
   609030        1.43997       17.16450   -18824.27930        3.61974        3.49331        3.64858        3.71734        0.04249       -0.03469        0.13385
   609040        1.44226       17.19185   -18818.97070        3.62820        3.49561        3.73327        3.65572       -0.00477       -0.06554        0.13077
   609050        1.43924       17.15579   -18787.89648        3.65852        3.52300        3.78253        3.67003       -0.04014       -0.09928        0.09732
   609060        1.43125       17.06051   -18732.45703        3.70590        3.60868        3.75590        3.75311       -0.05555       -0.09468        0.11319
   609070        1.44183       17.18666   -18770.12109        3.67241        3.62293        3.63749        3.75681       -0.04955       -0.14339        0.07931
   609080        1.44647       17.24202   -18778.99219        3.66494        3.59289        3.63481        3.76712       -0.08108       -0.13782        0.06889
   609090        1.44285       17.19877   -18748.11719        3.69756        3.62720        3.69932        3.76616       -0.13527       -0.14825        0.06381
   609100        1.44303       17.20094   -18737.72266        3.71934        3.71242        3.74800        3.69762       -0.08298       -0.19196        0.09663
   609110        1.43804       17.14149   -18702.57422        3.76265        3.75506        3.78281        3.75007       -0.00293       -0.16216        0.09871
   609120        1.44410       17.21370   -18723.46484        3.75486        3.67637        3.74777        3.84044        0.06168       -0.12493        0.10685
   609130        1.45404       17.33226   -18764.90820        3.71716        3.61488        3.70559        3.83100        0.11703       -0.08009        0.08142
   609140        1.46125       17.41821   -18794.59570        3.68093        3.62913        3.66500        3.74867        0.13455       -0.02529        0.07688
   609150        1.46879       17.50809   -18828.58203        3.63754        3.68523        3.58621        3.64116        0.12990       -0.05510        0.06034
